173.1	0.125926
188.825	0.124191
205.978	0.122487
224.689	0.120812
245.1	0.119167
267.366	0.117549
291.654	0.115959
318.148	0.114396
347.049	0.112858
378.575	0.111346
412.966	0.109858
450.48	0.108394
491.403	0.106953
536.042	0.105535
584.737	0.104139
637.856	0.102764
695.8	0.101411
759.007	0.100078
827.957	0.0987645
903.17	0.0974709
985.215	0.0961964
1074.71	0.0949406
1172.34	0.0937029
1278.84	0.092483
1395.01	0.0912804
1521.74	0.0900949
1659.97	0.0889259
1810.77	0.0877733
1975.26	0.0866365
2154.7	0.0855153
2350.43	0.0844093
2563.95	0.0833182
2796.87	0.0822418
3050.94	0.0811797
3328.09	0.0801315
3630.42	0.0790972
3960.21	0.0780763
4319.96	0.0770686
4712.4	0.0760738
5140.48	0.0750918
5607.45	0.0741221
6116.84	0.0731648
6672.5	0.0722194
7278.64	0.0712857
7939.84	0.0703637
8661.11	0.0694529
9447.9	0.0685533
10306.2	0.0676646
11242.4	0.0667867
12263.7	0.0659194
13377.7	0.0650624
14593	0.0642155
15918.6	0.0633788
17364.7	0.0625518
18942.1	0.0617346
20662.9	0.0609268
22539.9	0.0601284
24587.5	0.0593393
26821.1	0.0585592
29257.5	0.057788
31915.3	0.0570255
34814.6	0.0562717
37977.2	0.0555264
41427.1	0.0547895
45190.4	0.0540608
49295.6	0.0533402
53773.6	0.0526276
58658.5	0.0519228
63987.2	0.0512258
69799.9	0.0505365
76140.6	0.0498546
83057.3	0.0491801
90602.4	0.048513
98832.9	0.047853
107811	0.0472001
117605	0.0465542
128288	0.0459152
139942	0.045283
152655	0.0446575
166522	0.0440385
181649	0.0434261
198150	0.0428201
216151	0.0422205
235786	0.0416271
257205	0.0410398
280570	0.0404587
306058	0.0398835
333861	0.0393143
364189	0.0387509
397273	0.0381933
433362	0.0376414
472729	0.0370951
515672	0.0365544
562517	0.0360191
613617	0.0354893
669359	0.0349648
730164	0.0344455
796494	0.0339315
868848	0.0334226
947776	0.0329189
1.03387e+06	0.0324201
1.12779e+06	0.0319263
1.23024e+06	0.0314374
1.342e+06	0.0309533
1.46391e+06	0.0304741
1.59689e+06	0.0299995
1.74196e+06	0.0295297
1.9002e+06	0.0290644
2.07282e+06	0.0286037
2.26112e+06	0.0281476
2.46652e+06	0.0276959
2.69058e+06	0.0272486
2.935e+06	0.0268056
3.20162e+06	0.026367
3.49246e+06	0.0259326
3.80972e+06	0.0255025
4.1558e+06	0.0250765
4.53332e+06	0.0246546
4.94513e+06	0.0242368
5.39436e+06	0.0238231
5.88439e+06	0.0234133
6.41894e+06	0.0230074
7.00204e+06	0.0226055
7.63812e+06	0.0222074
8.33198e+06	0.0218132
9.08887e+06	0.0214227
9.91452e+06	0.0210359
1.08152e+07	0.0206528
1.17976e+07	0.0202734
1.28694e+07	0.0198976
1.40384e+07	0.0195254
1.53137e+07	0.0191567
1.67048e+07	0.0187916
1.82223e+07	0.0184299
1.98777e+07	0.0180716
2.16834e+07	0.0177167
2.36531e+07	0.0173652
2.58018e+07	0.017017
2.81457e+07	0.0166722
3.07025e+07	0.0163305
3.34916e+07	0.0159922
3.6534e+07	0.015657
3.98528e+07	0.0153249
4.34731e+07	0.014996
4.74223e+07	0.0146702
5.17302e+07	0.0143475
5.64294e+07	0.0140278
6.15556e+07	0.0137112
6.71474e+07	0.0133975
7.32472e+07	0.0130867
7.99011e+07	0.0127789
8.71594e+07	0.012474
9.50771e+07	0.012172
1.03714e+08	0.0118728
1.13136e+08	0.0115764
1.23413e+08	0.0112828
1.34624e+08	0.0109919
1.46854e+08	0.0107038
1.60194e+08	0.0104184
1.74746e+08	0.0101357
1.9062e+08	0.00985564
2.07937e+08	0.00957821
2.26826e+08	0.0093034
2.47431e+08	0.00903117
2.69908e+08	0.0087615
2.94427e+08	0.00849436
3.21174e+08	0.00822975
3.50349e+08	0.00796762
3.82176e+08	0.00770796
4.16893e+08	0.00745075
4.54765e+08	0.00719596
4.96076e+08	0.00694357
5.4114e+08	0.00669356
5.90298e+08	0.00644591
6.43922e+08	0.0062006
7.02417e+08	0.00595761
7.66226e+08	0.00571691
8.35831e+08	0.00547848
9.11759e+08	0.00524231
9.94585e+08	0.00500838
1.08493e+09	0.00477666
1.18349e+09	0.00454714
1.291e+09	0.00431979
1.40828e+09	0.0040946
