1.086385e+11	-3.674943e+03
1.185077e+11	-3.693680e+03
1.292735e+11	-3.701173e+03
1.410172e+11	-3.699645e+03
1.538278e+11	-3.690880e+03
1.678022e+11	-3.676319e+03
1.830460e+11	-3.657129e+03
1.996747e+11	-3.634261e+03
2.178140e+11	-3.608491e+03
2.376011e+11	-3.580454e+03
2.591858e+11	-3.550671e+03
2.827314e+11	-3.519572e+03
3.084159e+11	-3.487508e+03
3.364337e+11	-3.454771e+03
3.669967e+11	-3.421601e+03
4.003363e+11	-3.388195e+03
4.367045e+11	-3.354715e+03
4.763766e+11	-3.321297e+03
5.196526e+11	-3.288048e+03
5.668601e+11	-3.255060e+03
6.183560e+11	-3.222404e+03
6.745301e+11	-3.190140e+03
7.358072e+11	-3.158314e+03
8.026511e+11	-3.126964e+03
8.755673e+11	-3.096119e+03
9.551075e+11	-3.065801e+03
1.041873e+12	-3.036026e+03
1.136522e+12	-3.006806e+03
1.239768e+12	-2.978149e+03
1.352394e+12	-2.950058e+03
1.475251e+12	-2.922534e+03
1.609269e+12	-2.895577e+03
1.755462e+12	-2.869184e+03
1.914935e+12	-2.843349e+03
2.088896e+12	-2.818067e+03
2.278660e+12	-2.793330e+03
2.485663e+12	-2.769131e+03
2.711472e+12	-2.745461e+03
2.957793e+12	-2.722311e+03
3.226491e+12	-2.699672e+03
3.519599e+12	-2.677532e+03
3.839335e+12	-2.655884e+03
4.188116e+12	-2.634715e+03
4.568582e+12	-2.614016e+03
4.983611e+12	-2.593776e+03
5.436344e+12	-2.573986e+03
5.930204e+12	-2.554634e+03
6.468929e+12	-2.535711e+03
7.056594e+12	-2.517208e+03
7.697644e+12	-2.499113e+03
8.396931e+12	-2.481417e+03
9.159743e+12	-2.464111e+03
9.991853e+12	-2.447185e+03
1.089956e+13	-2.430631e+03
1.188972e+13	-2.414439e+03
1.296983e+13	-2.398600e+03
1.414806e+13	-2.383107e+03
1.543333e+13	-2.367950e+03
1.683536e+13	-2.353122e+03
1.836476e+13	-2.338614e+03
2.003309e+13	-2.324420e+03
2.185298e+13	-2.310531e+03
2.383820e+13	-2.296940e+03
2.600376e+13	-2.283641e+03
2.836605e+13	-2.270626e+03
3.094294e+13	-2.257888e+03
3.375393e+13	-2.245422e+03
3.682028e+13	-2.233220e+03
4.016518e+13	-2.221277e+03
4.381396e+13	-2.209586e+03
4.779420e+13	-2.198143e+03
5.213603e+13	-2.186940e+03
5.687229e+13	-2.175974e+03
6.203881e+13	-2.165238e+03
6.767467e+13	-2.154727e+03
7.382252e+13	-2.144437e+03
8.052887e+13	-2.134362e+03
8.784446e+13	-2.124497e+03
9.582462e+13	-2.114839e+03
1.045297e+14	-2.105383e+03
1.140257e+14	-2.096124e+03
1.243842e+14	-2.087058e+03
1.356838e+14	-2.078181e+03
1.480099e+14	-2.069490e+03
1.614557e+14	-2.060980e+03
1.761231e+14	-2.052647e+03
1.921228e+14	-2.044489e+03
2.095761e+14	-2.036500e+03
2.286148e+14	-2.028679e+03
2.493832e+14	-2.021022e+03
2.720382e+14	-2.013525e+03
2.967513e+14	-2.006185e+03
3.237094e+14	-1.999000e+03
3.531166e+14	-1.991966e+03
3.851952e+14	-1.985080e+03
4.201879e+14	-1.978340e+03
4.583595e+14	-1.971743e+03
4.999989e+14	-1.965286e+03
5.454209e+14	-1.958967e+03
5.949692e+14	-1.952784e+03
6.490187e+14	-1.946733e+03
7.079783e+14	-1.940812e+03
7.722940e+14	-1.935019e+03
8.424525e+14	-1.929353e+03
9.189844e+14	-1.923810e+03
1.002469e+15	-1.918388e+03
1.093537e+15	-1.913087e+03
1.192879e+15	-1.907902e+03
1.301245e+15	-1.902834e+03
1.419456e+15	-1.897879e+03
1.548405e+15	-1.893035e+03
1.689069e+15	-1.888302e+03
1.842511e+15	-1.883678e+03
2.009892e+15	-1.879159e+03
2.192479e+15	-1.874746e+03
2.391653e+15	-1.870436e+03
2.608921e+15	-1.866228e+03
2.845926e+15	-1.862120e+03
3.104462e+15	-1.858111e+03
3.386485e+15	-1.854200e+03
3.694127e+15	-1.850384e+03
4.029718e+15	-1.846663e+03
4.395794e+15	-1.843035e+03
4.795127e+15	-1.839499e+03
5.230736e+15	-1.836054e+03
5.705918e+15	-1.832698e+03
6.224268e+15	-1.829431e+03
6.789706e+15	-1.826250e+03
7.406512e+15	-1.823156e+03
8.079351e+15	-1.820146e+03
8.813313e+15	-1.817220e+03
9.613952e+15	-1.814378e+03
1.048732e+16	-1.811616e+03
1.144004e+16	-1.808936e+03
1.247930e+16	-1.806335e+03
1.361297e+16	-1.803814e+03
1.484963e+16	-1.801370e+03
1.619863e+16	-1.799003e+03
1.767018e+16	-1.796713e+03
1.927542e+16	-1.794498e+03
2.102648e+16	-1.792357e+03
2.293661e+16	-1.790290e+03
2.502027e+16	-1.788297e+03
2.729322e+16	-1.786375e+03
2.977265e+16	-1.784525e+03
3.247732e+16	-1.782746e+03
3.542770e+16	-1.781037e+03
3.864610e+16	-1.779398e+03
4.215687e+16	-1.777827e+03
4.598658e+16	-1.776325e+03
5.016420e+16	-1.774890e+03
5.472132e+16	-1.773522e+03
5.969244e+16	-1.772221e+03
6.511515e+16	-1.770985e+03
7.103049e+16	-1.769815e+03
7.748319e+16	-1.768710e+03
8.452209e+16	-1.767668e+03
9.220044e+16	-1.766691e+03
