mHiggs mTop log10gamma lmin
1.216000e+02 1.714000e+02 -4.774300e+02 -1.621691e-02
1.216000e+02 1.716000e+02 -4.252861e+02 -1.745596e-02
1.216000e+02 1.718000e+02 -3.800829e+02 -1.869884e-02
1.216000e+02 1.720000e+02 -3.405233e+02 -1.994554e-02
1.216000e+02 1.722000e+02 -3.056139e+02 -2.119606e-02
1.216000e+02 1.724000e+02 -2.745811e+02 -2.245041e-02
1.216000e+02 1.726000e+02 -2.468143e+02 -2.370858e-02
1.216000e+02 1.728000e+02 -2.218245e+02 -2.497058e-02
1.216000e+02 1.730000e+02 -1.992157e+02 -2.623689e-02
1.216000e+02 1.732000e+02 -1.786636e+02 -2.750861e-02
1.216000e+02 1.734000e+02 -1.599004e+02 -2.878426e-02
1.216000e+02 1.736000e+02 -1.427025e+02 -3.006386e-02
1.216000e+02 1.738000e+02 -1.268822e+02 -3.134739e-02
1.216000e+02 1.740000e+02 -1.122809e+02 -3.263488e-02
1.216000e+02 1.742000e+02 -9.876318e+01 -3.392631e-02
1.216000e+02 1.744000e+02 -8.621293e+01 -3.522279e-02
1.216000e+02 1.746000e+02 -7.453014e+01 -3.652474e-02
1.216000e+02 1.748000e+02 -6.362811e+01 -3.783077e-02
1.216000e+02 1.750000e+02 -5.343128e+01 -3.914087e-02
1.216000e+02 1.752000e+02 -4.387351e+01 -4.045506e-02
1.216000e+02 1.754000e+02 -3.489673e+01 -4.177333e-02
1.216000e+02 1.756000e+02 -2.644964e+01 -4.309608e-02
1.216000e+02 1.758000e+02 -1.848685e+01 -4.442557e-02
1.216000e+02 1.760000e+02 -1.096800e+01 -4.575928e-02
1.216000e+02 1.762000e+02 -3.857007e+00 -4.709721e-02
1.216000e+02 1.764000e+02 2.878086e+00 -4.843937e-02
1.216000e+02 1.766000e+02 9.266449e+00 -4.978576e-02
1.216000e+02 1.768000e+02 1.533414e+01 -5.113660e-02
1.216000e+02 1.770000e+02 2.110460e+01 -5.249493e-02
1.216000e+02 1.772000e+02 2.659910e+01 -5.385764e-02
1.216000e+02 1.774000e+02 3.183691e+01 -5.522472e-02
1.216000e+02 1.776000e+02 3.683556e+01 -5.659620e-02
1.216000e+02 1.778000e+02 4.161100e+01 -5.797207e-02
1.216000e+02 1.780000e+02 4.617784e+01 -5.935259e-02
1.216000e+02 1.782000e+02 5.054939e+01 -6.074113e-02
1.216000e+02 1.784000e+02 5.473790e+01 -6.213421e-02
1.216000e+02 1.786000e+02 5.875459e+01 -6.353184e-02
1.216000e+02 1.788000e+02 6.260980e+01 -6.493404e-02
1.216000e+02 1.790000e+02 6.631305e+01 -6.634081e-02
1.216000e+02 1.792000e+02 6.987313e+01 -6.775237e-02
1.216000e+02 1.794000e+02 7.329817e+01 -6.917254e-02
1.216000e+02 1.796000e+02 7.659570e+01 -7.059744e-02
1.216000e+02 1.798000e+02 7.977268e+01 -7.202707e-02
1.216000e+02 1.800000e+02 8.283560e+01 -7.346146e-02
1.218000e+02 1.700000e+02 -1.462850e+03 -7.069598e-03
1.218000e+02 1.702000e+02 -1.200406e+03 -8.284807e-03
1.218000e+02 1.704000e+02 -1.007394e+03 -9.503742e-03
1.218000e+02 1.706000e+02 -8.595210e+02 -1.072640e-02
1.218000e+02 1.708000e+02 -7.426314e+02 -1.195277e-02
1.218000e+02 1.710000e+02 -6.479244e+02 -1.318287e-02
1.218000e+02 1.712000e+02 -5.696406e+02 -1.441668e-02
1.218000e+02 1.714000e+02 -5.038544e+02 -1.565421e-02
1.218000e+02 1.716000e+02 -4.477980e+02 -1.689545e-02
1.218000e+02 1.718000e+02 -3.994643e+02 -1.814072e-02
1.218000e+02 1.720000e+02 -3.573624e+02 -1.939093e-02
1.218000e+02 1.722000e+02 -3.203619e+02 -2.064496e-02
1.218000e+02 1.724000e+02 -2.875894e+02 -2.190281e-02
1.218000e+02 1.726000e+02 -2.583606e+02 -2.316448e-02
1.218000e+02 1.728000e+02 -2.321311e+02 -2.442997e-02
1.218000e+02 1.730000e+02 -2.084625e+02 -2.569929e-02
1.218000e+02 1.732000e+02 -1.869979e+02 -2.697243e-02
1.218000e+02 1.734000e+02 -1.674438e+02 -2.825058e-02
1.218000e+02 1.736000e+02 -1.495561e+02 -2.953359e-02
1.218000e+02 1.738000e+02 -1.331311e+02 -3.082055e-02
1.218000e+02 1.740000e+02 -1.179968e+02 -3.211144e-02
1.218000e+02 1.742000e+02 -1.040071e+02 -3.340629e-02
1.218000e+02 1.744000e+02 -9.103713e+01 -3.470508e-02
1.218000e+02 1.746000e+02 -7.897962e+01 -3.600783e-02
1.218000e+02 1.748000e+02 -6.774176e+01 -3.731704e-02
1.218000e+02 1.750000e+02 -5.724288e+01 -3.863047e-02
1.218000e+02 1.752000e+02 -4.741260e+01 -3.994799e-02
1.218000e+02 1.754000e+02 -3.818919e+01 -4.126959e-02
1.218000e+02 1.756000e+02 -2.951827e+01 -4.259528e-02
1.218000e+02 1.758000e+02 -2.135177e+01 -4.392506e-02
1.218000e+02 1.760000e+02 -1.364708e+01 -4.526130e-02
1.218000e+02 1.762000e+02 -6.366130e+00 -4.660248e-02
1.218000e+02 1.764000e+02 5.249692e-01 -4.794790e-02
1.218000e+02 1.766000e+02 7.056292e+00 -4.929754e-02
1.218000e+02 1.768000e+02 1.325565e+01 -5.065142e-02
1.218000e+02 1.770000e+02 1.914757e+01 -5.200956e-02
1.218000e+02 1.772000e+02 2.475428e+01 -5.337466e-02
1.218000e+02 1.774000e+02 3.009593e+01 -5.474492e-02
1.218000e+02 1.776000e+02 3.519084e+01 -5.611958e-02
1.218000e+02 1.778000e+02 4.005566e+01 -5.749862e-02
1.218000e+02 1.780000e+02 4.470560e+01 -5.888208e-02
1.218000e+02 1.782000e+02 4.915455e+01 -6.026995e-02
1.218000e+02 1.784000e+02 5.341522e+01 -6.166550e-02
1.218000e+02 1.786000e+02 5.749929e+01 -6.306625e-02
1.218000e+02 1.788000e+02 6.141749e+01 -6.447155e-02
1.218000e+02 1.790000e+02 6.517970e+01 -6.588142e-02
1.218000e+02 1.792000e+02 6.879504e+01 -6.729588e-02
1.218000e+02 1.794000e+02 7.227191e+01 -6.871494e-02
1.218000e+02 1.796000e+02 7.561811e+01 -7.014231e-02
1.218000e+02 1.798000e+02 7.884086e+01 -7.157498e-02
1.218000e+02 1.800000e+02 8.194685e+01 -7.301241e-02
1.220000e+02 1.700000e+02 -1.627811e+03 -6.478918e-03
1.220000e+02 1.702000e+02 -1.316077e+03 -7.697500e-03
1.220000e+02 1.704000e+02 -1.092721e+03 -8.920060e-03
1.220000e+02 1.706000e+02 -9.248861e+02 -1.014634e-02
1.220000e+02 1.708000e+02 -7.941865e+02 -1.137634e-02
1.220000e+02 1.710000e+02 -6.895424e+02 -1.261005e-02
1.220000e+02 1.712000e+02 -6.038791e+02 -1.384747e-02
1.220000e+02 1.714000e+02 -5.324678e+02 -1.508861e-02
1.220000e+02 1.716000e+02 -4.720295e+02 -1.633345e-02
1.220000e+02 1.718000e+02 -4.202187e+02 -1.758201e-02
1.220000e+02 1.720000e+02 -3.753136e+02 -1.883428e-02
1.220000e+02 1.722000e+02 -3.360219e+02 -2.009059e-02
1.220000e+02 1.724000e+02 -3.013537e+02 -2.135197e-02
1.220000e+02 1.726000e+02 -2.705398e+02 -2.261716e-02
1.220000e+02 1.728000e+02 -2.429722e+02 -2.388617e-02
1.220000e+02 1.730000e+02 -2.181644e+02 -2.515901e-02
1.220000e+02 1.732000e+02 -1.957223e+02 -2.643566e-02
1.220000e+02 1.734000e+02 -1.753236e+02 -2.771614e-02
1.220000e+02 1.736000e+02 -1.567020e+02 -2.900044e-02
1.220000e+02 1.738000e+02 -1.396350e+02 -3.029066e-02
1.220000e+02 1.740000e+02 -1.239363e+02 -3.158500e-02
1.220000e+02 1.742000e+02 -1.094480e+02 -3.288327e-02
1.220000e+02 1.744000e+02 -9.603564e+01 -3.418550e-02
1.220000e+02 1.746000e+02 -8.358390e+01 -3.549167e-02
1.220000e+02 1.748000e+02 -7.199340e+01 -3.680179e-02
1.220000e+02 1.750000e+02 -6.117794e+01 -3.811721e-02
1.220000e+02 1.752000e+02 -5.106247e+01 -3.943808e-02
1.220000e+02 1.754000e+02 -4.158136e+01 -4.076303e-02
1.220000e+02 1.756000e+02 -3.267690e+01 -4.209206e-02
1.220000e+02 1.758000e+02 -2.429815e+01 -4.342519e-02
1.220000e+02 1.760000e+02 -1.640003e+01 -4.476240e-02
1.220000e+02 1.762000e+02 -8.942462e+00 -4.610504e-02
1.220000e+02 1.764000e+02 -1.889618e+00 -4.745374e-02
1.220000e+02 1.766000e+02 4.790164e+00 -4.880665e-02
1.220000e+02 1.768000e+02 1.112597e+01 -5.016381e-02
1.220000e+02 1.770000e+02 1.714360e+01 -5.152520e-02
1.220000e+02 1.772000e+02 2.286634e+01 -5.289085e-02
1.220000e+02 1.774000e+02 2.831528e+01 -5.426255e-02
1.220000e+02 1.776000e+02 3.350956e+01 -5.564041e-02
1.220000e+02 1.778000e+02 3.846658e+01 -5.702265e-02
1.220000e+02 1.780000e+02 4.320218e+01 -5.840930e-02
1.220000e+02 1.782000e+02 4.773083e+01 -5.980036e-02
1.220000e+02 1.784000e+02 5.206578e+01 -6.119584e-02
1.220000e+02 1.786000e+02 5.621915e+01 -6.259822e-02
1.220000e+02 1.788000e+02 6.020210e+01 -6.400665e-02
1.220000e+02 1.790000e+02 6.402488e+01 -6.541965e-02
1.220000e+02 1.792000e+02 6.769694e+01 -6.683722e-02
1.220000e+02 1.794000e+02 7.122700e+01 -6.825939e-02
1.220000e+02 1.796000e+02 7.462312e+01 -6.968617e-02
1.220000e+02 1.798000e+02 7.789277e+01 -7.112059e-02
1.220000e+02 1.800000e+02 8.104287e+01 -7.256107e-02
1.222000e+02 1.700000e+02 -1.829232e+03 -5.886789e-03
1.222000e+02 1.702000e+02 -1.452709e+03 -7.108671e-03
1.222000e+02 1.704000e+02 -1.191142e+03 -8.334163e-03
1.222000e+02 1.706000e+02 -9.989417e+02 -9.563263e-03
1.222000e+02 1.708000e+02 -8.517875e+02 -1.079638e-02
1.222000e+02 1.710000e+02 -7.355241e+02 -1.203374e-02
1.222000e+02 1.712000e+02 -6.413624e+02 -1.327480e-02
1.222000e+02 1.714000e+02 -5.635544e+02 -1.451958e-02
1.222000e+02 1.716000e+02 -4.981856e+02 -1.576806e-02
1.222000e+02 1.718000e+02 -4.424977e+02 -1.702024e-02
1.222000e+02 1.720000e+02 -3.944910e+02 -1.827613e-02
1.222000e+02 1.722000e+02 -3.526813e+02 -1.953573e-02
1.222000e+02 1.724000e+02 -3.159422e+02 -2.079903e-02
1.222000e+02 1.726000e+02 -2.834058e+02 -2.206660e-02
1.222000e+02 1.728000e+02 -2.543908e+02 -2.333916e-02
1.222000e+02 1.730000e+02 -2.283559e+02 -2.461554e-02
1.222000e+02 1.732000e+02 -2.048650e+02 -2.589574e-02
1.222000e+02 1.734000e+02 -1.835633e+02 -2.717975e-02
1.222000e+02 1.736000e+02 -1.641591e+02 -2.846758e-02
1.222000e+02 1.738000e+02 -1.464097e+02 -2.975923e-02
1.222000e+02 1.740000e+02 -1.301128e+02 -3.105551e-02
1.222000e+02 1.742000e+02 -1.150972e+02 -3.235725e-02
1.222000e+02 1.744000e+02 -1.012181e+02 -3.366293e-02
1.222000e+02 1.746000e+02 -8.835122e+01 -3.497255e-02
1.222000e+02 1.748000e+02 -7.639010e+01 -3.628612e-02
1.222000e+02 1.750000e+02 -6.524254e+01 -3.760364e-02
1.222000e+02 1.752000e+02 -5.482843e+01 -3.892530e-02
1.222000e+02 1.754000e+02 -4.507787e+01 -4.025363e-02
1.222000e+02 1.756000e+02 -3.592956e+01 -4.158603e-02
1.222000e+02 1.758000e+02 -2.732952e+01 -4.292252e-02
1.222000e+02 1.760000e+02 -1.923005e+01 -4.426310e-02
1.222000e+02 1.762000e+02 -1.158873e+01 -4.560778e-02
1.222000e+02 1.764000e+02 -4.367886e+00 -4.695686e-02
1.222000e+02 1.766000e+02 2.465954e+00 -4.831308e-02
1.222000e+02 1.768000e+02 8.943182e+00 -4.967352e-02
1.222000e+02 1.770000e+02 1.509098e+01 -5.103820e-02
1.222000e+02 1.772000e+02 2.093376e+01 -5.240713e-02
1.222000e+02 1.774000e+02 2.649359e+01 -5.378032e-02
1.222000e+02 1.776000e+02 3.179050e+01 -5.515868e-02
1.222000e+02 1.778000e+02 3.684264e+01 -5.654414e-02
1.222000e+02 1.780000e+02 4.166656e+01 -5.793400e-02
1.222000e+02 1.782000e+02 4.627733e+01 -5.932827e-02
1.222000e+02 1.784000e+02 5.068875e+01 -6.072695e-02
1.222000e+02 1.786000e+02 5.491343e+01 -6.213006e-02
1.222000e+02 1.788000e+02 5.896295e+01 -6.353932e-02
1.222000e+02 1.790000e+02 6.284797e+01 -6.495546e-02
1.222000e+02 1.792000e+02 6.657827e+01 -6.637618e-02
1.222000e+02 1.794000e+02 7.016291e+01 -6.780148e-02
1.222000e+02 1.796000e+02 7.361024e+01 -6.923139e-02
1.222000e+02 1.798000e+02 7.692798e+01 -7.066591e-02
1.222000e+02 1.800000e+02 8.012329e+01 -7.210744e-02
1.224000e+02 1.700000e+02 -2.080668e+03 -5.290957e-03
1.224000e+02 1.702000e+02 -1.616560e+03 -6.516596e-03
1.224000e+02 1.704000e+02 -1.305916e+03 -7.745843e-03
1.224000e+02 1.706000e+02 -1.083547e+03 -8.978693e-03
1.224000e+02 1.708000e+02 -9.165645e+02 -1.021515e-02
1.224000e+02 1.710000e+02 -7.865937e+02 -1.145519e-02
1.224000e+02 1.712000e+02 -6.825742e+02 -1.269884e-02
1.224000e+02 1.714000e+02 -5.974495e+02 -1.394708e-02
1.224000e+02 1.716000e+02 -5.265054e+02 -1.519923e-02
1.224000e+02 1.718000e+02 -4.664757e+02 -1.645507e-02
1.224000e+02 1.720000e+02 -4.150247e+02 -1.771462e-02
1.224000e+02 1.722000e+02 -3.704384e+02 -1.897786e-02
1.224000e+02 1.724000e+02 -3.314312e+02 -2.024481e-02
1.224000e+02 1.726000e+02 -2.970181e+02 -2.151545e-02
1.224000e+02 1.728000e+02 -2.664342e+02 -2.278979e-02
1.224000e+02 1.730000e+02 -2.390750e+02 -2.406886e-02
1.224000e+02 1.732000e+02 -2.144568e+02 -2.535262e-02
1.224000e+02 1.734000e+02 -1.921880e+02 -2.664019e-02
1.224000e+02 1.736000e+02 -1.719483e+02 -2.793158e-02
1.224000e+02 1.738000e+02 -1.534727e+02 -2.922679e-02
1.224000e+02 1.740000e+02 -1.365407e+02 -3.052581e-02
1.224000e+02 1.742000e+02 -1.209670e+02 -3.182866e-02
1.224000e+02 1.744000e+02 -1.065947e+02 -3.313735e-02
1.224000e+02 1.746000e+02 -9.329040e+01 -3.445044e-02
1.224000e+02 1.748000e+02 -8.093948e+01 -3.576748e-02
1.224000e+02 1.750000e+02 -6.944321e+01 -3.708847e-02
1.224000e+02 1.752000e+02 -5.871608e+01 -3.841341e-02
1.224000e+02 1.754000e+02 -4.868358e+01 -3.974231e-02
1.224000e+02 1.756000e+02 -3.928051e+01 -4.107715e-02
1.224000e+02 1.758000e+02 -3.044960e+01 -4.241703e-02
1.224000e+02 1.760000e+02 -2.214027e+01 -4.376100e-02
1.224000e+02 1.762000e+02 -1.430783e+01 -4.510906e-02
1.224000e+02 1.764000e+02 -6.912374e+00 -4.646122e-02
1.224000e+02 1.766000e+02 8.152934e-02 -4.781748e-02
1.224000e+02 1.768000e+02 6.705311e+00 -4.918055e-02
1.224000e+02 1.770000e+02 1.298793e+01 -5.054854e-02
1.224000e+02 1.772000e+02 1.895493e+01 -5.192077e-02
1.224000e+02 1.774000e+02 2.462943e+01 -5.329726e-02
1.224000e+02 1.776000e+02 3.003236e+01 -5.467800e-02
1.224000e+02 1.778000e+02 3.518269e+01 -5.606306e-02
1.224000e+02 1.780000e+02 4.009771e+01 -5.745616e-02
1.224000e+02 1.782000e+02 4.479312e+01 -5.885365e-02
1.224000e+02 1.784000e+02 4.928329e+01 -6.025556e-02
1.224000e+02 1.786000e+02 5.358135e+01 -6.166190e-02
1.224000e+02 1.788000e+02 5.769934e+01 -6.307266e-02
1.224000e+02 1.790000e+02 6.164832e+01 -6.448885e-02
1.224000e+02 1.792000e+02 6.543846e+01 -6.591273e-02
1.224000e+02 1.794000e+02 6.907914e+01 -6.734118e-02
1.224000e+02 1.796000e+02 7.257900e+01 -6.877424e-02
1.224000e+02 1.798000e+02 7.594605e+01 -7.021191e-02
1.224000e+02 1.800000e+02 7.918769e+01 -7.165420e-02
1.226000e+02 1.700000e+02 -2.403322e+03 -4.691387e-03
1.226000e+02 1.702000e+02 -1.816648e+03 -5.920815e-03
1.226000e+02 1.704000e+02 -1.441489e+03 -7.153846e-03
1.226000e+02 1.706000e+02 -1.181128e+03 -8.390477e-03
1.226000e+02 1.708000e+02 -9.899453e+02 -9.630705e-03
1.226000e+02 1.710000e+02 -8.436455e+02 -1.087453e-02
1.226000e+02 1.712000e+02 -7.281017e+02 -1.212194e-02
1.226000e+02 1.714000e+02 -6.345519e+02 -1.337294e-02
1.226000e+02 1.716000e+02 -5.572689e+02 -1.462753e-02
1.226000e+02 1.718000e+02 -4.923549e+02 -1.588646e-02
1.226000e+02 1.720000e+02 -4.370640e+02 -1.714969e-02
1.226000e+02 1.722000e+02 -3.894067e+02 -1.841661e-02
1.226000e+02 1.724000e+02 -3.479067e+02 -1.968723e-02
1.226000e+02 1.726000e+02 -3.114439e+02 -2.096155e-02
1.226000e+02 1.728000e+02 -2.791552e+02 -2.223955e-02
1.226000e+02 1.730000e+02 -2.503639e+02 -2.352126e-02
1.226000e+02 1.732000e+02 -2.245316e+02 -2.480665e-02
1.226000e+02 1.734000e+02 -2.012252e+02 -2.609745e-02
1.226000e+02 1.736000e+02 -1.800921e+02 -2.739242e-02
1.226000e+02 1.738000e+02 -1.608427e+02 -2.869121e-02
1.226000e+02 1.740000e+02 -1.432358e+02 -2.999380e-02
1.226000e+02 1.742000e+02 -1.270704e+02 -3.130022e-02
1.226000e+02 1.744000e+02 -1.121768e+02 -3.261045e-02
1.226000e+02 1.746000e+02 -9.841091e+01 -3.392533e-02
1.226000e+02 1.748000e+02 -8.564953e+01 -3.524587e-02
1.226000e+02 1.750000e+02 -7.378690e+01 -3.657034e-02
1.226000e+02 1.752000e+02 -6.273144e+01 -3.789877e-02
1.226000e+02 1.754000e+02 -5.240370e+01 -3.923115e-02
1.226000e+02 1.756000e+02 -4.273428e+01 -4.056748e-02
1.226000e+02 1.758000e+02 -3.366233e+01 -4.190871e-02
1.226000e+02 1.760000e+02 -2.513429e+01 -4.325608e-02
1.226000e+02 1.762000e+02 -1.710280e+01 -4.460755e-02
1.226000e+02 1.764000e+02 -9.525781e+00 -4.596311e-02
1.226000e+02 1.766000e+02 -2.365836e+00 -4.732276e-02
1.226000e+02 1.768000e+02 4.410183e+00 -4.868653e-02
1.226000e+02 1.770000e+02 1.083255e+01 -5.005619e-02
1.226000e+02 1.772000e+02 1.692819e+01 -5.143175e-02
1.226000e+02 1.774000e+02 2.272130e+01 -5.281156e-02
1.226000e+02 1.776000e+02 2.823379e+01 -5.419562e-02
1.226000e+02 1.778000e+02 3.348553e+01 -5.558395e-02
1.226000e+02 1.780000e+02 3.849453e+01 -5.697655e-02
1.226000e+02 1.782000e+02 4.327720e+01 -5.837650e-02
1.226000e+02 1.784000e+02 4.784850e+01 -5.978166e-02
1.226000e+02 1.786000e+02 5.222210e+01 -6.119123e-02
1.226000e+02 1.788000e+02 5.641053e+01 -6.260524e-02
1.226000e+02 1.790000e+02 6.042528e+01 -6.402369e-02
1.226000e+02 1.792000e+02 6.427690e+01 -6.544685e-02
1.226000e+02 1.794000e+02 6.797511e+01 -6.687848e-02
1.226000e+02 1.796000e+02 7.152889e+01 -6.831471e-02
1.226000e+02 1.798000e+02 7.494652e+01 -6.975554e-02
1.226000e+02 1.800000e+02 7.823566e+01 -7.120100e-02
1.228000e+02 1.700000e+02 -2.832315e+03 -4.088045e-03
1.228000e+02 1.702000e+02 -2.066461e+03 -5.321293e-03
1.228000e+02 1.704000e+02 -1.604069e+03 -6.558139e-03
1.228000e+02 1.706000e+02 -1.294915e+03 -7.798582e-03
1.228000e+02 1.708000e+02 -1.073771e+03 -9.042618e-03
1.228000e+02 1.710000e+02 -9.077966e+02 -1.029024e-02
1.228000e+02 1.712000e+02 -7.786601e+02 -1.154146e-02
1.228000e+02 1.714000e+02 -6.753397e+02 -1.279625e-02
1.228000e+02 1.716000e+02 -5.908073e+02 -1.405463e-02
1.228000e+02 1.718000e+02 -5.203711e+02 -1.531659e-02
1.228000e+02 1.720000e+02 -4.607810e+02 -1.658213e-02
1.228000e+02 1.722000e+02 -4.097139e+02 -1.785196e-02
1.228000e+02 1.724000e+02 -3.654657e+02 -1.912628e-02
1.228000e+02 1.726000e+02 -3.267582e+02 -2.040429e-02
1.228000e+02 1.728000e+02 -2.926128e+02 -2.168599e-02
1.228000e+02 1.730000e+02 -2.622691e+02 -2.297138e-02
1.228000e+02 1.732000e+02 -2.351268e+02 -2.426046e-02
1.228000e+02 1.734000e+02 -2.107054e+02 -2.555323e-02
1.228000e+02 1.736000e+02 -1.886158e+02 -2.685008e-02
1.228000e+02 1.738000e+02 -1.685402e+02 -2.815246e-02
1.228000e+02 1.740000e+02 -1.502151e+02 -2.945866e-02
1.228000e+02 1.742000e+02 -1.334218e+02 -3.076867e-02
1.228000e+02 1.744000e+02 -1.179763e+02 -3.208249e-02
1.228000e+02 1.746000e+02 -1.037229e+02 -3.340013e-02
1.228000e+02 1.748000e+02 -9.052902e+01 -3.472159e-02
1.228000e+02 1.750000e+02 -7.828102e+01 -3.604923e-02
1.228000e+02 1.752000e+02 -6.688089e+01 -3.738117e-02
1.228000e+02 1.754000e+02 -5.624375e+01 -3.871705e-02
1.228000e+02 1.756000e+02 -4.629566e+01 -4.005688e-02
1.228000e+02 1.758000e+02 -3.697193e+01 -4.140067e-02
1.228000e+02 1.760000e+02 -2.821570e+01 -4.274843e-02
1.228000e+02 1.762000e+02 -1.997687e+01 -4.410322e-02
1.228000e+02 1.764000e+02 -1.221093e+01 -4.546220e-02
1.228000e+02 1.766000e+02 -4.878446e+00 -4.682528e-02
1.228000e+02 1.768000e+02 2.055614e+00 -4.819246e-02
1.228000e+02 1.770000e+02 8.622892e+00 -4.956375e-02
1.228000e+02 1.772000e+02 1.485176e+01 -5.094004e-02
1.228000e+02 1.774000e+02 2.076762e+01 -5.232320e-02
1.228000e+02 1.776000e+02 2.639340e+01 -5.371060e-02
1.228000e+02 1.778000e+02 3.174988e+01 -5.510226e-02
1.228000e+02 1.780000e+02 3.685589e+01 -5.649818e-02
1.228000e+02 1.782000e+02 4.172855e+01 -5.789839e-02
1.228000e+02 1.784000e+02 4.638346e+01 -5.930522e-02
1.228000e+02 1.786000e+02 5.083486e+01 -6.071806e-02
1.228000e+02 1.788000e+02 5.509578e+01 -6.213532e-02
1.228000e+02 1.790000e+02 5.917815e+01 -6.355702e-02
1.228000e+02 1.792000e+02 6.309295e+01 -6.498317e-02
1.228000e+02 1.794000e+02 6.685027e+01 -6.641378e-02
1.228000e+02 1.796000e+02 7.045939e+01 -6.785278e-02
1.228000e+02 1.798000e+02 7.392890e+01 -6.929680e-02
1.228000e+02 1.800000e+02 7.726675e+01 -7.074543e-02
1.230000e+02 1.700000e+02 -3.430253e+03 -3.482567e-03
1.230000e+02 1.702000e+02 -2.387109e+03 -4.719170e-03
1.230000e+02 1.704000e+02 -1.802608e+03 -5.959257e-03
1.230000e+02 1.706000e+02 -1.429308e+03 -7.202974e-03
1.230000e+02 1.708000e+02 -1.170441e+03 -8.450848e-03
1.230000e+02 1.710000e+02 -9.804606e+02 -9.702307e-03
1.230000e+02 1.712000e+02 -8.351325e+02 -1.095735e-02
1.230000e+02 1.714000e+02 -7.203919e+02 -1.221597e-02
1.230000e+02 1.716000e+02 -6.275141e+02 -1.347817e-02
1.230000e+02 1.718000e+02 -5.508007e+02 -1.474394e-02
1.230000e+02 1.720000e+02 -4.863750e+02 -1.601329e-02
1.230000e+02 1.722000e+02 -4.315072e+02 -1.728620e-02
1.230000e+02 1.724000e+02 -3.842199e+02 -1.856269e-02
1.230000e+02 1.726000e+02 -3.430460e+02 -1.984365e-02
1.230000e+02 1.728000e+02 -3.068727e+02 -2.112907e-02
1.230000e+02 1.730000e+02 -2.748428e+02 -2.241818e-02
1.230000e+02 1.732000e+02 -2.462840e+02 -2.371097e-02
1.230000e+02 1.734000e+02 -2.206618e+02 -2.500744e-02
1.230000e+02 1.736000e+02 -1.975463e+02 -2.630761e-02
1.230000e+02 1.738000e+02 -1.765872e+02 -2.761145e-02
1.230000e+02 1.740000e+02 -1.574971e+02 -2.892036e-02
1.230000e+02 1.742000e+02 -1.400366e+02 -3.023399e-02
1.230000e+02 1.744000e+02 -1.240061e+02 -3.155143e-02
1.230000e+02 1.746000e+02 -1.092374e+02 -3.287268e-02
1.230000e+02 1.748000e+02 -9.558721e+01 -3.419774e-02
1.230000e+02 1.750000e+02 -8.293354e+01 -3.552662e-02
1.230000e+02 1.752000e+02 -7.117128e+01 -3.686059e-02
1.230000e+02 1.754000e+02 -6.020964e+01 -3.820000e-02
1.230000e+02 1.756000e+02 -4.996976e+01 -3.954336e-02
1.230000e+02 1.758000e+02 -4.038282e+01 -4.089067e-02
1.230000e+02 1.760000e+02 -3.138841e+01 -4.224193e-02
1.230000e+02 1.762000e+02 -2.293340e+01 -4.359716e-02
1.230000e+02 1.764000e+02 -1.497083e+01 -4.495848e-02
1.230000e+02 1.766000e+02 -7.458940e+00 -4.632500e-02
1.230000e+02 1.768000e+02 -3.606365e-01 -4.769562e-02
1.230000e+02 1.770000e+02 6.356895e+00 -4.907034e-02
1.230000e+02 1.772000e+02 1.272381e+01 -5.044917e-02
1.230000e+02 1.774000e+02 1.876674e+01 -5.183215e-02
1.230000e+02 1.776000e+02 2.450970e+01 -5.322292e-02
1.230000e+02 1.778000e+02 2.997443e+01 -5.461793e-02
1.230000e+02 1.780000e+02 3.518060e+01 -5.601721e-02
1.230000e+02 1.782000e+02 4.014611e+01 -5.742077e-02
1.230000e+02 1.784000e+02 4.488721e+01 -5.882860e-02
1.230000e+02 1.786000e+02 4.941874e+01 -6.024235e-02
1.230000e+02 1.788000e+02 5.375428e+01 -6.166289e-02
1.230000e+02 1.790000e+02 5.790622e+01 -6.308786e-02
1.230000e+02 1.792000e+02 6.188598e+01 -6.451728e-02
1.230000e+02 1.794000e+02 6.570401e+01 -6.595115e-02
1.230000e+02 1.796000e+02 6.936996e+01 -6.738950e-02
1.230000e+02 1.798000e+02 7.289272e+01 -6.883565e-02
1.230000e+02 1.800000e+02 7.628051e+01 -7.028749e-02
1.232000e+02 1.700000e+02 -4.320419e+03 -2.873861e-03
1.232000e+02 1.702000e+02 -2.813558e+03 -4.114422e-03
1.232000e+02 1.704000e+02 -2.050491e+03 -5.358460e-03
1.232000e+02 1.706000e+02 -1.590460e+03 -6.605972e-03
1.232000e+02 1.708000e+02 -1.283151e+03 -7.856955e-03
1.232000e+02 1.710000e+02 -1.063449e+03 -9.111403e-03
1.232000e+02 1.712000e+02 -8.986214e+02 -1.036959e-02
1.232000e+02 1.714000e+02 -7.704141e+02 -1.163207e-02
1.232000e+02 1.716000e+02 -6.678606e+02 -1.289811e-02
1.232000e+02 1.718000e+02 -5.839697e+02 -1.416773e-02
1.232000e+02 1.720000e+02 -5.140783e+02 -1.544092e-02
1.232000e+02 1.722000e+02 -4.549562e+02 -1.671767e-02
1.232000e+02 1.724000e+02 -4.042952e+02 -1.799798e-02
1.232000e+02 1.726000e+02 -3.604027e+02 -1.928186e-02
