mu	g3	g2	g1	yt	yb	yc	ys	yu	yd	ytau	ymu	ye	lambda
1.5142976e+24	4.3612586e-01	4.7775052e-01	7.0237949e-01	3.2660396e-01	4.3851247e-03	1.0596559e-03	9.8067639e-05	2.1045981e-06	4.8012362e-06	8.5048082e-03	5.0276925e-04	2.4315585e-06	-6.8818285e-03
2.4000000e+24	4.3443687e-01	4.7675464e-01	7.0658610e-01	3.2471816e-01	4.3594285e-03	1.0530370e-03	9.7538724e-05	2.0914521e-06	4.7753414e-06	8.4726926e-03	5.0087055e-04	2.4223758e-06	-6.6338510e-03
3.8037436e+24	4.3276741e-01	4.7576493e-01	7.1086926e-01	3.2284660e-01	4.3340193e-03	1.0464760e-03	9.7015192e-05	2.0784212e-06	4.7497102e-06	8.4403341e-03	4.9895749e-04	2.4131236e-06	-6.3806478e-03
6.0285274e+24	4.3111712e-01	4.7478132e-01	7.1523135e-01	3.2098891e-01	4.3088913e-03	1.0399715e-03	9.6496932e-05	2.0655025e-06	4.7243370e-06	8.4077292e-03	4.9702987e-04	2.4038010e-06	-6.1222446e-03
9.5545720e+24	4.2948562e-01	4.7380376e-01	7.1967481e-01	3.1914475e-01	4.2840385e-03	1.0335221e-03	9.5983838e-05	2.0526932e-06	4.6992167e-06	8.3748745e-03	4.9508748e-04	2.3944069e-06	-5.8586596e-03
1.5142976e+25	4.2787257e-01	4.7283218e-01	7.2420221e-01	3.1731376e-01	4.2594551e-03	1.0271265e-03	9.5475802e-05	2.0399908e-06	4.6743441e-06	8.3417662e-03	4.9313010e-04	2.3849404e-06	-5.5899025e-03
2.4000000e+25	4.2627761e-01	4.7186653e-01	7.2881624e-01	3.1549561e-01	4.2351357e-03	1.0207832e-03	9.4972723e-05	2.0273924e-06	4.6497142e-06	8.3084003e-03	4.9115750e-04	2.3754003e-06	-5.3159752e-03
3.8037436e+25	4.2470041e-01	4.7090674e-01	7.3351971e-01	3.1368995e-01	4.2110747e-03	1.0144911e-03	9.4474499e-05	2.0148956e-06	4.6253220e-06	8.2747727e-03	4.8916943e-04	2.3657853e-06	-5.0368713e-03
6.0285274e+25	4.2314065e-01	4.6995275e-01	7.3831553e-01	3.1189646e-01	4.1872669e-03	1.0082488e-03	9.3981031e-05	2.0024976e-06	4.6011626e-06	8.2408790e-03	4.8716563e-04	2.3560943e-06	-4.7525758e-03
9.5545720e+25	4.2159801e-01	4.6900452e-01	7.4320678e-01	3.1011479e-01	4.1637069e-03	1.0020550e-03	9.3492222e-05	1.9901960e-06	4.5772313e-06	8.2067147e-03	4.8514584e-04	2.3463259e-06	-4.4630651e-03
1.5142976e+26	4.2007217e-01	4.6806197e-01	7.4819668e-01	3.0834462e-01	4.1403896e-03	9.9590840e-04	9.3007976e-05	1.9779881e-06	4.5535234e-06	8.1722750e-03	4.8310977e-04	2.3364787e-06	-4.1683069e-03
2.4000000e+26	4.1856283e-01	4.6712506e-01	7.5328858e-01	3.0658562e-01	4.1173101e-03	9.8980779e-04	9.2528200e-05	1.9658716e-06	4.5300343e-06	8.1375548e-03	4.8105711e-04	2.3265514e-06	-3.8682595e-03
3.8037436e+26	4.1706969e-01	4.6619373e-01	7.5848603e-01	3.0483747e-01	4.0944634e-03	9.8375191e-04	9.2052803e-05	1.9538439e-06	4.5067597e-06	8.1025487e-03	4.7898757e-04	2.3165424e-06	-3.5628721e-03
6.0285274e+26	4.1559247e-01	4.6526793e-01	7.6379273e-01	3.0309985e-01	4.0718447e-03	9.7773952e-04	9.1581693e-05	1.9419026e-06	4.4836949e-06	8.0672514e-03	4.7690080e-04	2.3064501e-06	-3.2520839e-03
9.5545720e+26	4.1413089e-01	4.6434760e-01	7.6921256e-01	3.0137243e-01	4.0494492e-03	9.7176941e-04	9.1114783e-05	1.9300453e-06	4.4608357e-06	8.0316568e-03	4.7479647e-04	2.2962729e-06	-2.9358243e-03
1.5142976e+27	4.1268468e-01	4.6343269e-01	7.7474961e-01	2.9965489e-01	4.0272724e-03	9.6584035e-04	9.0651984e-05	1.9182695e-06	4.4381778e-06	7.9957590e-03	4.7267421e-04	2.2860089e-06	-2.6140121e-03
2.4000000e+27	4.1125356e-01	4.6252315e-01	7.8040818e-01	2.9794691e-01	4.0053095e-03	9.5995114e-04	9.0193211e-05	1.9065728e-06	4.4157170e-06	7.9595514e-03	4.7053365e-04	2.2756565e-06	-2.2865551e-03
3.8037436e+27	4.0983727e-01	4.6161892e-01	7.8619278e-01	2.9624818e-01	3.9835563e-03	9.5410057e-04	8.9738379e-05	1.8949529e-06	4.3934492e-06	7.9230274e-03	4.6837438e-04	2.2652135e-06	-1.9533499e-03
6.0285274e+27	4.0843556e-01	4.6071995e-01	7.9210818e-01	2.9455836e-01	3.9620081e-03	9.4828746e-04	8.9287404e-05	1.8834074e-06	4.3713702e-06	7.8861800e-03	4.6619599e-04	2.2546781e-06	-1.6142809e-03
9.5545720e+27	4.0704819e-01	4.5982620e-01	7.9815939e-01	2.9287715e-01	3.9406607e-03	9.4251060e-04	8.8840203e-05	1.8719339e-06	4.3494760e-06	7.8490017e-03	4.6399805e-04	2.2440481e-06	-1.2692202e-03
1.5142976e+28	4.0567490e-01	4.5893762e-01	8.0435169e-01	2.9120422e-01	3.9195099e-03	9.3676880e-04	8.8396696e-05	1.8605300e-06	4.3277626e-06	7.8114847e-03	4.6178009e-04	2.2333213e-06	-9.1802645e-04
2.4000000e+28	4.0431547e-01	4.5805415e-01	8.1069066e-01	2.8953924e-01	3.8985512e-03	9.3106086e-04	8.7956802e-05	1.8491934e-06	4.3062261e-06	7.7736210e-03	4.5954163e-04	2.2224954e-06	-5.6054451e-04
3.8037436e+28	4.0296965e-01	4.5717576e-01	8.1718221e-01	2.8788190e-01	3.8777807e-03	9.2538559e-04	8.7520440e-05	1.8379217e-06	4.2848625e-06	7.7354020e-03	4.5728217e-04	2.2115679e-06	-1.9660436e-04
6.0285274e+28	4.0163724e-01	4.5630238e-01	8.2383256e-01	2.8623185e-01	3.8571942e-03	9.1974179e-04	8.7087532e-05	1.8267124e-06	4.2636680e-06	7.6968187e-03	4.5500118e-04	2.2005363e-06	1.7397967e-04
9.5545720e+28	4.0031800e-01	4.5543398e-01	8.3064830e-01	2.8458878e-01	3.8367876e-03	9.1412825e-04	8.6657999e-05	1.8155633e-06	4.2426388e-06	7.6578616e-03	4.5269810e-04	2.1893978e-06	5.5140992e-04
1.5142976e+29	3.9901171e-01	4.5457050e-01	8.3763643e-01	2.8295234e-01	3.8165569e-03	9.0854376e-04	8.6231763e-05	1.8044718e-06	4.2217710e-06	7.6185210e-03	4.5037234e-04	2.1781497e-06	9.3590650e-04
2.4000000e+29	3.9771818e-01	4.5371191e-01	8.4480435e-01	2.8132219e-01	3.7964980e-03	9.0298710e-04	8.5808748e-05	1.7934357e-06	4.2010608e-06	7.5787864e-03	4.4802330e-04	2.1667889e-06	1.3277085e-03
3.8037436e+29	3.9643719e-01	4.5285816e-01	8.5215991e-01	2.7969800e-01	3.7766071e-03	8.9745702e-04	8.5388874e-05	1.7824523e-06	4.1805045e-06	7.5386469e-03	4.4565032e-04	2.1553124e-06	1.7270754e-03
6.0285274e+29	3.9516854e-01	4.5200920e-01	8.5971147e-01	2.7807941e-01	3.7568801e-03	8.9195228e-04	8.4972067e-05	1.7715192e-06	4.1600983e-06	7.4980909e-03	4.4325272e-04	2.1437169e-06	2.1342884e-03
9.5545720e+29	3.9391203e-01	4.5116498e-01	8.6746791e-01	2.7646606e-01	3.7373132e-03	8.8647161e-04	8.4558249e-05	1.7606340e-06	4.1398384e-06	7.4571064e-03	4.4082980e-04	2.1319988e-06	2.5496523e-03
1.5142976e+30	3.9266748e-01	4.5032548e-01	8.7543868e-01	2.7485759e-01	3.7179025e-03	8.8101372e-04	8.4147344e-05	1.7497940e-06	4.1197211e-06	7.4156806e-03	4.3838079e-04	2.1201546e-06	2.9734970e-03
2.4000000e+30	3.9143470e-01	4.4949064e-01	8.8363386e-01	2.7325363e-01	3.6986441e-03	8.7557732e-04	8.3739274e-05	1.7389967e-06	4.0997427e-06	7.3738001e-03	4.3590490e-04	2.1081803e-06	3.4061799e-03
3.8037436e+30	3.9021349e-01	4.4866042e-01	8.9206420e-01	2.7165379e-01	3.6795340e-03	8.7016105e-04	8.3333963e-05	1.7282393e-06	4.0798993e-06	7.3314506e-03	4.3340129e-04	2.0960721e-06	3.8480881e-03
6.0285274e+30	3.8900369e-01	4.4783478e-01	9.0074119e-01	2.7005770e-01	3.6605685e-03	8.6476357e-04	8.2931333e-05	1.7175193e-06	4.0601872e-06	7.2886173e-03	4.3086908e-04	2.0838255e-06	4.2996405e-03
9.5545720e+30	3.8780511e-01	4.4701368e-01	9.0967713e-01	2.6846493e-01	3.6417437e-03	8.5938348e-04	8.2531307e-05	1.7068338e-06	4.0406026e-06	7.2452843e-03	4.2830733e-04	2.0714360e-06	4.7612912e-03
1.5142976e+31	3.8661759e-01	4.4619708e-01	9.1888518e-01	2.6687509e-01	3.6230555e-03	8.5401935e-04	8.2133805e-05	1.6961801e-06	4.0211416e-06	7.2014349e-03	4.2571506e-04	2.0588989e-06	5.2335322e-03
2.4000000e+31	3.8544095e-01	4.4538494e-01	9.2837947e-01	2.6528774e-01	3.6045002e-03	8.4866971e-04	8.1738750e-05	1.6855551e-06	4.0018003e-06	7.1570514e-03	4.2309122e-04	2.0462092e-06	5.7168973e-03
3.8037436e+31	3.8427503e-01	4.4457723e-01	9.3817518e-01	2.6370244e-01	3.5860737e-03	8.4333305e-04	8.1346059e-05	1.6749558e-06	3.9825748e-06	7.1121152e-03	4.2043471e-04	2.0333614e-06	6.2119655e-03
6.0285274e+31	3.8311967e-01	4.4377389e-01	9.4828864e-01	2.6211874e-01	3.5677720e-03	8.3800780e-04	8.0955652e-05	1.6643793e-06	3.9634611e-06	7.0666062e-03	4.1774434e-04	2.0203499e-06	6.7193662e-03
9.5545720e+31	3.8197472e-01	4.4297490e-01	9.5873745e-01	2.6053614e-01	3.5495911e-03	8.3269235e-04	8.0567446e-05	1.6538222e-06	3.9444551e-06	7.0205036e-03	4.1501888e-04	2.0071686e-06	7.2397833e-03
1.5142976e+32	3.8084001e-01	4.4218021e-01	9.6954061e-01	2.5895417e-01	3.5315269e-03	8.2738502e-04	8.0181356e-05	1.6432812e-06	3.9255528e-06	6.9737849e-03	4.1225700e-04	1.9938113e-06	7.7739617e-03
2.4000000e+32	3.7971540e-01	4.4138979e-01	9.8071865e-01	2.5737229e-01	3.5135752e-03	8.2208406e-04	7.9797295e-05	1.6327529e-06	3.9067498e-06	6.9264263e-03	4.0945730e-04	1.9802710e-06	8.3227129e-03
3.8037436e+32	3.7860073e-01	4.4060361e-01	9.9229382e-01	2.5578996e-01	3.4957317e-03	8.1678764e-04	7.9415174e-05	1.6222336e-06	3.8880418e-06	6.8784024e-03	4.0661827e-04	1.9665405e-06	8.8869229e-03
6.0285273e+32	3.7749587e-01	4.3982162e-01	1.0042903e+00	2.5420662e-01	3.4779921e-03	8.1149388e-04	7.9034903e-05	1.6117196e-06	3.8694243e-06	6.8296863e-03	4.0373832e-04	1.9526121e-06	9.4675600e-03
9.5545720e+32	3.7640067e-01	4.3904379e-01	1.0167343e+00	2.5262166e-01	3.4603519e-03	8.0620075e-04	7.8656386e-05	1.6012068e-06	3.8508927e-06	6.7802491e-03	4.0081574e-04	1.9384775e-06	1.0065684e-02
1.5142976e+33	3.7531500e-01	4.3827009e-01	1.0296544e+00	2.5103444e-01	3.4428064e-03	8.0090618e-04	7.8279527e-05	1.5906912e-06	3.8324423e-06	6.7300598e-03	3.9784871e-04	1.9241280e-06	1.0682458e-02
2.4000000e+33	3.7423871e-01	4.3750048e-01	1.0430819e+00	2.4944431e-01	3.4253509e-03	7.9560794e-04	7.7904224e-05	1.5801683e-06	3.8140680e-06	6.6790855e-03	3.9483528e-04	1.9095540e-06	1.1319160e-02
3.8037436e+33	3.7317167e-01	4.3673493e-01	1.0570510e+00	2.4785054e-01	3.4079805e-03	7.9030369e-04	7.7530371e-05	1.5696334e-06	3.7957648e-06	6.6272906e-03	3.9177334e-04	1.8947455e-06	1.1977195e-02
6.0285273e+33	3.7211376e-01	4.3597340e-01	1.0715992e+00	2.4625238e-01	3.3906900e-03	7.8499095e-04	7.7157858e-05	1.5590817e-06	3.7775272e-06	6.5746371e-03	3.8866064e-04	1.8796915e-06	1.2658115e-02
9.5545720e+33	3.7106485e-01	4.3521587e-01	1.0867677e+00	2.4464902e-01	3.3734740e-03	7.7966707e-04	7.6786569e-05	1.5485079e-06	3.7593495e-06	6.5210840e-03	3.8549477e-04	1.8643802e-06	1.3363636e-02
1.5142976e+34	3.7002480e-01	4.3446229e-01	1.1026021e+00	2.4303961e-01	3.3563270e-03	7.7432924e-04	7.6416382e-05	1.5379063e-06	3.7412257e-06	6.4665869e-03	3.8227309e-04	1.8487992e-06	1.4095661e-02
2.4000000e+34	3.6899350e-01	4.3371265e-01	1.1191526e+00	2.4142321e-01	3.3392430e-03	7.6897444e-04	7.6047169e-05	1.5272711e-06	3.7231496e-06	6.4110982e-03	3.7899280e-04	1.8329346e-06	1.4856302e-02
3.8037436e+34	3.6797083e-01	4.3296690e-01	1.1364752e+00	2.3979883e-01	3.3222157e-03	7.6359942e-04	7.5678791e-05	1.5165957e-06	3.7051144e-06	6.3545659e-03	3.7565082e-04	1.8167716e-06	1.5647916e-02
6.0285273e+34	3.6695668e-01	4.3222502e-01	1.1546320e+00	2.3816539e-01	3.3052385e-03	7.5820069e-04	7.5311103e-05	1.5058732e-06	3.6871130e-06	6.2969339e-03	3.7224383e-04	1.8002943e-06	1.6473134e-02
9.5545719e+34	3.6595091e-01	4.3148697e-01	1.1736923e+00	2.3652172e-01	3.2883043e-03	7.5277447e-04	7.4943947e-05	1.4950961e-06	3.6691377e-06	6.2381410e-03	3.6876822e-04	1.7834851e-06	1.7334910e-02
1.5142976e+35	3.6495343e-01	4.3075273e-01	1.1937339e+00	2.3486656e-01	3.2714055e-03	7.4731664e-04	7.4577156e-05	1.4842562e-06	3.6511801e-06	6.1781204e-03	3.6522003e-04	1.7663249e-06	1.8236562e-02
2.4000000e+35	3.6396413e-01	4.3002228e-01	1.2148443e+00	2.3319852e-01	3.2545339e-03	7.4182274e-04	7.4210545e-05	1.4733447e-06	3.6332315e-06	6.1167990e-03	3.6159495e-04	1.7487928e-06	1.9181838e-02
3.8037436e+35	3.6298288e-01	4.2929557e-01	1.2371224e+00	2.3151609e-01	3.2376805e-03	7.3628786e-04	7.3843918e-05	1.4623518e-06	3.6152820e-06	6.0540968e-03	3.5788825e-04	1.7308660e-06	2.0174984e-02
6.0285273e+35	3.6200960e-01	4.2857259e-01	1.2606802e+00	2.2981760e-01	3.2208358e-03	7.3070662e-04	7.3477055e-05	1.4512668e-06	3.5973210e-06	5.9899254e-03	3.5409469e-04	1.7125191e-06	2.1220828e-02
9.5545719e+35	3.6104417e-01	4.2785330e-01	1.2856458e+00	2.2810120e-01	3.2039890e-03	7.2507308e-04	7.3109720e-05	1.4400779e-06	3.5793368e-06	5.9241873e-03	3.5020853e-04	1.6937243e-06	2.2324889e-02
1.5142976e+36	3.6008650e-01	4.2713769e-01	1.3121656e+00	2.2636485e-01	3.1871286e-03	7.1938062e-04	7.2741647e-05	1.4287721e-06	3.5613166e-06	5.8567745e-03	3.4622336e-04	1.6744507e-06	2.3493493e-02
2.4000000e+36	3.5913649e-01	4.2642573e-01	1.3404085e+00	2.2460627e-01	3.1702415e-03	7.1362191e-04	7.2372543e-05	1.4173346e-06	3.5432458e-06	5.7875665e-03	3.4213208e-04	1.6546639e-06	2.4733938e-02
3.8037436e+36	3.5819403e-01	4.2571739e-01	1.3705705e+00	2.2282291e-01	3.1533131e-03	7.0778870e-04	7.2002080e-05	1.4057492e-06	3.5251085e-06	5.7164289e-03	3.3792673e-04	1.6343254e-06	2.6054679e-02
6.0285273e+36	3.5725905e-01	4.2501265e-01	1.4028801e+00	2.2101189e-01	3.1363273e-03	7.0187170e-04	7.1629886e-05	1.3939973e-06	3.5068865e-06	5.6432105e-03	3.3359837e-04	1.6133921e-06	2.7465564e-02
9.5545719e+36	3.5633143e-01	4.2431150e-01	1.4376061e+00	2.1916996e-01	3.1192655e-03	6.9586038e-04	7.1255539e-05	1.3820582e-06	3.4885591e-06	5.5677406e-03	3.2913692e-04	1.5918150e-06	2.8978133e-02
1.5142976e+37	3.5541111e-01	4.2361391e-01	1.4750670e+00	2.1729339e-01	3.1021066e-03	6.8974270e-04	7.0878559e-05	1.3699077e-06	3.4701027e-06	5.4898255e-03	3.2453092e-04	1.5695389e-06	3.0605988e-02
2.4000000e+37	3.5449798e-01	4.2291986e-01	1.5156435e+00	2.1537793e-01	3.0848261e-03	6.8350484e-04	7.0498386e-05	1.3575186e-06	3.4514901e-06	5.4092438e-03	3.1976729e-04	1.5465004e-06	3.2365265e-02
3.8037436e+37	3.5359197e-01	4.2222934e-01	1.5597952e+00	2.1341864e-01	3.0673957e-03	6.7713076e-04	7.0114373e-05	1.3448590e-06	3.4326894e-06	5.3257409e-03	3.1483098e-04	1.5226268e-06	3.4275231e-02
6.0285273e+37	3.5269300e-01	4.2154234e-01	1.6080827e+00	2.1140977e-01	3.0497819e-03	6.7060172e-04	6.9725753e-05	1.3318916e-06	3.4136632e-06	5.2390219e-03	3.0970455e-04	1.4978337e-06	3.6359052e-02
9.5545719e+37	3.5180099e-01	4.2085885e-01	1.6611988e+00	2.0934458e-01	3.0319450e-03	6.6389561e-04	6.9331616e-05	1.3185725e-06	3.3943669e-06	5.1487420e-03	3.0436762e-04	1.4720225e-06	3.8644773e-02
1.5142976e+38	3.5091587e-01	4.2017885e-01	1.7200108e+00	2.0721504e-01	3.0138371e-03	6.5698603e-04	6.8930861e-05	1.3048492e-06	3.3747465e-06	5.0544948e-03	2.9879617e-04	1.4450771e-06	4.1166567e-02
2.4000000e+38	3.5003756e-01	4.1950235e-01	1.7856221e+00	2.0501153e-01	2.9953994e-03	6.4984114e-04	6.8522143e-05	1.2906587e-06	3.3547364e-06	4.9557958e-03	2.9296155e-04	1.4168590e-06	4.3966313e-02
3.8037436e+38	3.4916601e-01	4.1882936e-01	1.8594617e+00	2.0272236e-01	2.9765590e-03	6.4242195e-04	6.8103789e-05	1.2759233e-06	3.3342544e-06	4.8520607e-03	2.8682922e-04	1.3872010e-06	4.7095512e-02
6.0285273e+38	3.4830116e-01	4.1815987e-01	1.9434200e+00	2.0033317e-01	2.9572236e-03	6.3467999e-04	6.7673675e-05	1.2605469e-06	3.3131967e-06	4.7425751e-03	2.8035696e-04	1.3558990e-06	5.0617443e-02
9.5545719e+38	3.4744296e-01	4.1749392e-01	2.0400602e+00	1.9782602e-01	2.9372734e-03	6.2655393e-04	6.7229053e-05	1.2444076e-06	3.2914287e-06	4.6264524e-03	2.7349234e-04	1.3226994e-06	5.4609034e-02
1.5142976e+39	3.4659137e-01	4.1683155e-01	2.1529621e+00	1.9517817e-01	2.9165490e-03	6.1796451e-04	6.6766266e-05	1.2273480e-06	3.2687714e-06	4.5025712e-03	2.6616909e-04	1.2872818e-06	5.9160723e-02
2.4000000e+39	3.4574636e-01	4.1617279e-01	2.2873091e+00	1.9236029e-01	2.8948318e-03	6.0880663e-04	6.6280290e-05	1.2091594e-06	3.2449788e-06	4.3694845e-03	2.5830166e-04	1.2492323e-06	6.4368938e-02
3.8037436e+39	3.4490794e-01	4.1551775e-01	2.4509511e+00	1.8933399e-01	2.8718091e-03	5.9893679e-04	6.5763951e-05	1.1895568e-06	3.2196996e-06	4.2252781e-03	2.4977689e-04	1.2080037e-06	7.0304222e-02
6.0285273e+39	3.4407611e-01	4.1486653e-01	2.6564794e+00	1.8604851e-01	2.8470108e-03	5.8815162e-04	6.5206461e-05	1.1681362e-06	3.1924058e-06	4.0673494e-03	2.4044093e-04	1.1628519e-06	7.6897659e-02
9.5545719e+39	3.4325095e-01	4.1421932e-01	2.9256898e+00	1.8243784e-01	2.8196805e-03	5.7614959e-04	6.4590467e-05	1.1442988e-06	3.1622477e-06	3.8920520e-03	2.3007822e-04	1.1127344e-06	8.3527650e-02
1.5142976e+40	3.4243257e-01	4.1357639e-01	3.3005318e+00	1.7842663e-01	2.7884795e-03	5.6245837e-04	6.3885272e-05	1.1171065e-06	3.1277225e-06	3.6941581e-03	2.1837973e-04	1.0561566e-06	8.7314096e-02
