mHiggs mTop log10gamma lmin
1.216000e+02 1.706000e+02 -1.764354e+03 -6.068258e-03
1.216000e+02 1.708000e+02 -1.415698e+03 -7.263877e-03
1.216000e+02 1.710000e+02 -1.169467e+03 -8.463234e-03
1.216000e+02 1.712000e+02 -9.863808e+02 -9.666328e-03
1.216000e+02 1.714000e+02 -8.449450e+02 -1.087316e-02
1.216000e+02 1.716000e+02 -7.324152e+02 -1.208372e-02
1.216000e+02 1.718000e+02 -6.407638e+02 -1.329801e-02
1.216000e+02 1.720000e+02 -5.646806e+02 -1.451603e-02
1.216000e+02 1.722000e+02 -5.005145e+02 -1.573778e-02
1.216000e+02 1.724000e+02 -4.456726e+02 -1.696325e-02
1.216000e+02 1.726000e+02 -3.982628e+02 -1.819387e-02
1.216000e+02 1.728000e+02 -3.568724e+02 -1.942832e-02
1.216000e+02 1.730000e+02 -3.204252e+02 -2.066660e-02
1.216000e+02 1.732000e+02 -2.880866e+02 -2.190871e-02
1.216000e+02 1.734000e+02 -2.592001e+02 -2.315466e-02
1.216000e+02 1.736000e+02 -2.332420e+02 -2.440443e-02
1.216000e+02 1.738000e+02 -2.097890e+02 -2.565804e-02
1.216000e+02 1.740000e+02 -1.884960e+02 -2.691549e-02
1.216000e+02 1.742000e+02 -1.690783e+02 -2.817866e-02
1.216000e+02 1.744000e+02 -1.512988e+02 -2.944596e-02
1.216000e+02 1.746000e+02 -1.349593e+02 -3.071721e-02
1.216000e+02 1.748000e+02 -1.198918e+02 -3.199240e-02
1.216000e+02 1.750000e+02 -1.059537e+02 -3.327155e-02
1.216000e+02 1.752000e+02 -9.302296e+01 -3.455466e-02
1.216000e+02 1.754000e+02 -8.099436e+01 -3.584182e-02
1.216000e+02 1.756000e+02 -6.977692e+01 -3.713546e-02
1.216000e+02 1.758000e+02 -5.929147e+01 -3.843317e-02
1.216000e+02 1.760000e+02 -4.946877e+01 -3.973496e-02
1.216000e+02 1.762000e+02 -4.024807e+01 -4.104084e-02
1.216000e+02 1.764000e+02 -3.157583e+01 -4.235080e-02
1.216000e+02 1.766000e+02 -2.340466e+01 -4.366486e-02
1.216000e+02 1.768000e+02 -1.569248e+01 -4.498501e-02
1.216000e+02 1.770000e+02 -8.401747e+00 -4.631041e-02
1.216000e+02 1.772000e+02 -1.498929e+00 -4.764004e-02
1.216000e+02 1.774000e+02 5.045752e+00 -4.897389e-02
1.216000e+02 1.776000e+02 1.125971e+01 -5.031198e-02
1.216000e+02 1.778000e+02 1.716730e+01 -5.165431e-02
1.216000e+02 1.780000e+02 2.279053e+01 -5.300254e-02
1.216000e+02 1.782000e+02 2.814939e+01 -5.435692e-02
1.216000e+02 1.784000e+02 3.326205e+01 -5.571567e-02
1.216000e+02 1.786000e+02 3.814504e+01 -5.707881e-02
1.216000e+02 1.788000e+02 4.281345e+01 -5.844635e-02
1.216000e+02 1.790000e+02 4.728109e+01 -5.981829e-02
1.216000e+02 1.792000e+02 5.156060e+01 -6.119604e-02
1.216000e+02 1.794000e+02 5.566358e+01 -6.258074e-02
1.216000e+02 1.796000e+02 5.960072e+01 -6.396999e-02
1.216000e+02 1.798000e+02 6.338183e+01 -6.536379e-02
1.216000e+02 1.800000e+02 6.701600e+01 -6.676216e-02
1.218000e+02 1.700000e+02 -7.090436e+03 -1.903721e-03
1.218000e+02 1.702000e+02 -3.949646e+03 -3.091334e-03
1.218000e+02 1.704000e+02 -2.679552e+03 -4.282589e-03
1.218000e+02 1.706000e+02 -1.996105e+03 -5.477898e-03
1.218000e+02 1.708000e+02 -1.569970e+03 -6.677020e-03
1.218000e+02 1.710000e+02 -1.279129e+03 -7.879878e-03
1.218000e+02 1.712000e+02 -1.068084e+03 -9.086470e-03
1.218000e+02 1.714000e+02 -9.080097e+02 -1.029679e-02
1.218000e+02 1.716000e+02 -7.824526e+02 -1.151085e-02
1.218000e+02 1.718000e+02 -6.813507e+02 -1.272863e-02
1.218000e+02 1.720000e+02 -5.982025e+02 -1.395014e-02
1.218000e+02 1.722000e+02 -5.286214e+02 -1.517538e-02
1.218000e+02 1.724000e+02 -4.695417e+02 -1.640434e-02
1.218000e+02 1.726000e+02 -4.187562e+02 -1.763702e-02
1.218000e+02 1.728000e+02 -3.746350e+02 -1.887342e-02
1.218000e+02 1.730000e+02 -3.359490e+02 -2.011495e-02
1.218000e+02 1.732000e+02 -3.017538e+02 -2.136047e-02
1.218000e+02 1.734000e+02 -2.713111e+02 -2.260982e-02
1.218000e+02 1.736000e+02 -2.440365e+02 -2.386300e-02
1.218000e+02 1.738000e+02 -2.194608e+02 -2.512002e-02
1.218000e+02 1.740000e+02 -1.972028e+02 -2.638086e-02
1.218000e+02 1.742000e+02 -1.769501e+02 -2.764553e-02
1.218000e+02 1.744000e+02 -1.584439e+02 -2.891456e-02
1.218000e+02 1.746000e+02 -1.414679e+02 -3.018913e-02
1.218000e+02 1.748000e+02 -1.258404e+02 -3.146765e-02
1.218000e+02 1.750000e+02 -1.114070e+02 -3.275013e-02
1.218000e+02 1.752000e+02 -9.803626e+01 -3.403655e-02
1.218000e+02 1.754000e+02 -8.561525e+01 -3.532693e-02
1.218000e+02 1.756000e+02 -7.404649e+01 -3.662127e-02
1.218000e+02 1.758000e+02 -6.324536e+01 -3.792107e-02
1.218000e+02 1.760000e+02 -5.313813e+01 -3.922611e-02
1.218000e+02 1.762000e+02 -4.366012e+01 -4.053524e-02
1.218000e+02 1.764000e+02 -3.475452e+01 -4.184844e-02
1.218000e+02 1.766000e+02 -2.637114e+01 -4.316574e-02
1.218000e+02 1.768000e+02 -1.846545e+01 -4.448714e-02
1.218000e+02 1.770000e+02 -1.099791e+01 -4.581354e-02
1.218000e+02 1.772000e+02 -3.933113e+00 -4.714634e-02
1.218000e+02 1.774000e+02 2.760346e+00 -4.848337e-02
1.218000e+02 1.776000e+02 9.111096e+00 -4.982462e-02
1.218000e+02 1.778000e+02 1.514476e+01 -5.117012e-02
1.218000e+02 1.780000e+02 2.088442e+01 -5.251987e-02
1.218000e+02 1.782000e+02 2.635100e+01 -5.387454e-02
1.218000e+02 1.784000e+02 3.156345e+01 -5.523640e-02
1.218000e+02 1.786000e+02 3.653907e+01 -5.660265e-02
1.218000e+02 1.788000e+02 4.129358e+01 -5.797328e-02
1.218000e+02 1.790000e+02 4.584136e+01 -5.934832e-02
1.218000e+02 1.792000e+02 5.019558e+01 -6.072777e-02
1.218000e+02 1.794000e+02 5.436829e+01 -6.211216e-02
1.218000e+02 1.796000e+02 5.837060e+01 -6.350445e-02
1.218000e+02 1.798000e+02 6.221269e+01 -6.490129e-02
1.218000e+02 1.800000e+02 6.590399e+01 -6.630269e-02
1.220000e+02 1.700000e+02 -inf -1.301364e-03
1.220000e+02 1.702000e+02 -5.112624e+03 -2.492583e-03
1.220000e+02 1.704000e+02 -3.202405e+03 -3.687442e-03
1.220000e+02 1.706000e+02 -2.289844e+03 -4.885938e-03
1.220000e+02 1.708000e+02 -1.756917e+03 -6.088069e-03
1.220000e+02 1.710000e+02 -1.407992e+03 -7.293829e-03
1.220000e+02 1.712000e+02 -1.161972e+03 -8.503218e-03
1.220000e+02 1.714000e+02 -9.792586e+02 -9.716975e-03
1.220000e+02 1.716000e+02 -8.382352e+02 -1.093455e-02
1.220000e+02 1.718000e+02 -7.261142e+02 -1.215585e-02
1.220000e+02 1.720000e+02 -6.348483e+02 -1.338088e-02
1.220000e+02 1.722000e+02 -5.591212e+02 -1.460963e-02
1.220000e+02 1.724000e+02 -4.952810e+02 -1.584210e-02
1.220000e+02 1.726000e+02 -4.407362e+02 -1.707829e-02
1.220000e+02 1.728000e+02 -3.935971e+02 -1.831820e-02
1.220000e+02 1.730000e+02 -3.524533e+02 -1.956182e-02
1.220000e+02 1.732000e+02 -3.162314e+02 -2.080917e-02
1.220000e+02 1.734000e+02 -2.840988e+02 -2.206182e-02
1.220000e+02 1.736000e+02 -2.554014e+02 -2.331843e-02
1.220000e+02 1.738000e+02 -2.296169e+02 -2.457887e-02
1.220000e+02 1.740000e+02 -2.063241e+02 -2.584314e-02
1.220000e+02 1.742000e+02 -1.851790e+02 -2.711123e-02
1.220000e+02 1.744000e+02 -1.658984e+02 -2.838316e-02
1.220000e+02 1.746000e+02 -1.482462e+02 -2.965892e-02
1.220000e+02 1.748000e+02 -1.320250e+02 -3.093994e-02
1.220000e+02 1.750000e+02 -1.170680e+02 -3.222575e-02
1.220000e+02 1.752000e+02 -1.032332e+02 -3.351552e-02
1.220000e+02 1.754000e+02 -9.039907e+01 -3.480924e-02
1.220000e+02 1.756000e+02 -7.846117e+01 -3.610692e-02
1.220000e+02 1.758000e+02 -6.732897e+01 -3.740855e-02
1.220000e+02 1.760000e+02 -5.692378e+01 -3.871446e-02
1.220000e+02 1.762000e+02 -4.717677e+01 -4.002685e-02
1.220000e+02 1.764000e+02 -3.802755e+01 -4.134332e-02
1.220000e+02 1.766000e+02 -2.942293e+01 -4.266388e-02
1.220000e+02 1.768000e+02 -2.131581e+01 -4.398854e-02
1.220000e+02 1.770000e+02 -1.366439e+01 -4.531730e-02
1.220000e+02 1.772000e+02 -6.431337e+00 -4.665016e-02
1.220000e+02 1.774000e+02 4.166124e-01 -4.799021e-02
1.220000e+02 1.776000e+02 6.909022e+00 -4.933465e-02
1.220000e+02 1.778000e+02 1.307322e+01 -5.068334e-02
1.220000e+02 1.780000e+02 1.893333e+01 -5.203627e-02
1.220000e+02 1.782000e+02 2.451122e+01 -5.339345e-02
1.220000e+02 1.784000e+02 2.982674e+01 -5.475489e-02
1.220000e+02 1.786000e+02 3.489792e+01 -5.612398e-02
1.220000e+02 1.788000e+02 3.974120e+01 -5.749774e-02
1.220000e+02 1.790000e+02 4.437156e+01 -5.887589e-02
1.220000e+02 1.792000e+02 4.880268e+01 -6.025845e-02
1.220000e+02 1.794000e+02 5.304713e+01 -6.164542e-02
1.220000e+02 1.796000e+02 5.711644e+01 -6.303683e-02
1.220000e+02 1.798000e+02 6.102120e+01 -6.443641e-02
1.220000e+02 1.800000e+02 6.477116e+01 -6.584086e-02
1.222000e+02 1.700000e+02 -inf -6.952856e-04
1.222000e+02 1.702000e+02 -7.157223e+03 -1.890138e-03
1.222000e+02 1.704000e+02 -3.955106e+03 -3.088630e-03
1.222000e+02 1.706000e+02 -2.674081e+03 -4.290756e-03
1.222000e+02 1.708000e+02 -1.988095e+03 -5.496514e-03
1.222000e+02 1.710000e+02 -1.561566e+03 -6.705900e-03
1.222000e+02 1.712000e+02 -1.270981e+03 -7.918910e-03
1.222000e+02 1.714000e+02 -1.060392e+03 -9.135542e-03
1.222000e+02 1.716000e+02 -9.008099e+02 -1.035579e-02
1.222000e+02 1.718000e+02 -7.757324e+02 -1.157966e-02
1.222000e+02 1.720000e+02 -6.750756e+02 -1.280821e-02
1.222000e+02 1.722000e+02 -5.923330e+02 -1.404050e-02
1.222000e+02 1.724000e+02 -5.231190e+02 -1.527651e-02
1.222000e+02 1.726000e+02 -4.643708e+02 -1.651623e-02
1.222000e+02 1.728000e+02 -4.138844e+02 -1.775967e-02
1.222000e+02 1.730000e+02 -3.700339e+02 -1.900683e-02
1.222000e+02 1.732000e+02 -3.315938e+02 -2.025769e-02
1.222000e+02 1.734000e+02 -2.976217e+02 -2.151228e-02
1.222000e+02 1.736000e+02 -2.673828e+02 -2.277070e-02
1.222000e+02 1.738000e+02 -2.402947e+02 -2.403459e-02
1.222000e+02 1.740000e+02 -2.158901e+02 -2.530230e-02
1.222000e+02 1.742000e+02 -1.937898e+02 -2.657384e-02
1.222000e+02 1.744000e+02 -1.736826e+02 -2.784921e-02
1.222000e+02 1.746000e+02 -1.553111e+02 -2.912840e-02
1.222000e+02 1.748000e+02 -1.384602e+02 -3.041143e-02
1.222000e+02 1.750000e+02 -1.229489e+02 -3.169841e-02
1.222000e+02 1.752000e+02 -1.086240e+02 -3.299155e-02
1.222000e+02 1.754000e+02 -9.535457e+01 -3.428863e-02
1.222000e+02 1.756000e+02 -8.302848e+01 -3.558966e-02
1.222000e+02 1.758000e+02 -7.154877e+01 -3.689465e-02
1.222000e+02 1.760000e+02 -6.083134e+01 -3.820360e-02
1.222000e+02 1.762000e+02 -5.080287e+01 -3.951652e-02
1.222000e+02 1.764000e+02 -4.139919e+01 -4.083541e-02
1.222000e+02 1.766000e+02 -3.256378e+01 -4.215926e-02
1.222000e+02 1.768000e+02 -2.424680e+01 -4.348720e-02
1.222000e+02 1.770000e+02 -1.640403e+01 -4.481923e-02
1.222000e+02 1.772000e+02 -8.996172e+00 -4.615536e-02
1.222000e+02 1.774000e+02 -1.988059e+00 -4.749561e-02
1.222000e+02 1.776000e+02 4.651436e+00 -4.884205e-02
1.222000e+02 1.778000e+02 1.095087e+01 -5.019394e-02
1.222000e+02 1.780000e+02 1.693562e+01 -5.155008e-02
1.222000e+02 1.782000e+02 2.262861e+01 -5.291046e-02
1.222000e+02 1.784000e+02 2.805060e+01 -5.427510e-02
1.222000e+02 1.786000e+02 3.322044e+01 -5.564400e-02
1.222000e+02 1.788000e+02 3.815527e+01 -5.701969e-02
1.222000e+02 1.790000e+02 4.287071e+01 -5.840098e-02
1.222000e+02 1.792000e+02 4.738105e+01 -5.978667e-02
1.222000e+02 1.794000e+02 5.169933e+01 -6.117678e-02
1.222000e+02 1.796000e+02 5.583755e+01 -6.257131e-02
1.222000e+02 1.798000e+02 5.980671e+01 -6.397027e-02
1.222000e+02 1.800000e+02 6.361693e+01 -6.537667e-02
1.224000e+02 1.700000e+02 -inf -8.545016e-05
1.224000e+02 1.702000e+02 -inf -1.283966e-03
1.224000e+02 1.704000e+02 -5.128801e+03 -2.486119e-03
1.224000e+02 1.706000e+02 -3.197812e+03 -3.691905e-03
1.224000e+02 1.708000e+02 -2.281203e+03 -4.901320e-03
1.224000e+02 1.710000e+02 -1.747680e+03 -6.114360e-03
1.224000e+02 1.712000e+02 -1.399071e+03 -7.331021e-03
1.224000e+02 1.714000e+02 -1.153612e+03 -8.551301e-03
1.224000e+02 1.716000e+02 -9.714958e+02 -9.775197e-03
1.224000e+02 1.718000e+02 -8.310395e+02 -1.100270e-02
1.224000e+02 1.720000e+02 -7.194361e+02 -1.223382e-02
1.224000e+02 1.722000e+02 -6.286352e+02 -1.346855e-02
1.224000e+02 1.724000e+02 -5.533233e+02 -1.470753e-02
1.224000e+02 1.726000e+02 -4.898539e+02 -1.595082e-02
1.224000e+02 1.728000e+02 -4.356410e+02 -1.719782e-02
1.224000e+02 1.730000e+02 -3.887997e+02 -1.844853e-02
1.224000e+02 1.732000e+02 -3.479243e+02 -1.970295e-02
1.224000e+02 1.734000e+02 -3.119449e+02 -2.096108e-02
1.224000e+02 1.736000e+02 -2.800325e+02 -2.222292e-02
1.224000e+02 1.738000e+02 -2.515355e+02 -2.348847e-02
1.224000e+02 1.740000e+02 -2.259343e+02 -2.475832e-02
1.224000e+02 1.742000e+02 -2.028096e+02 -2.603333e-02
1.224000e+02 1.744000e+02 -1.818192e+02 -2.731216e-02
1.224000e+02 1.746000e+02 -1.626813e+02 -2.859482e-02
1.224000e+02 1.748000e+02 -1.451613e+02 -2.988130e-02
1.224000e+02 1.750000e+02 -1.290627e+02 -3.117162e-02
1.224000e+02 1.752000e+02 -1.142197e+02 -3.246576e-02
1.224000e+02 1.754000e+02 -1.004912e+02 -3.376507e-02
1.224000e+02 1.756000e+02 -8.775648e+01 -3.506949e-02
1.224000e+02 1.758000e+02 -7.591163e+01 -3.637786e-02
1.224000e+02 1.760000e+02 -6.486676e+01 -3.769019e-02
1.224000e+02 1.762000e+02 -5.454365e+01 -3.900647e-02
1.224000e+02 1.764000e+02 -4.487393e+01 -4.032672e-02
1.224000e+02 1.766000e+02 -3.579765e+01 -4.165186e-02
1.224000e+02 1.768000e+02 -2.726191e+01 -4.298310e-02
1.224000e+02 1.770000e+02 -1.921997e+01 -4.431843e-02
1.224000e+02 1.772000e+02 -1.163031e+01 -4.565786e-02
1.224000e+02 1.774000e+02 -4.455849e+00 -4.700139e-02
1.224000e+02 1.776000e+02 2.336233e+00 -4.834903e-02
1.224000e+02 1.778000e+02 8.775821e+00 -4.970191e-02
1.224000e+02 1.780000e+02 1.488963e+01 -5.106127e-02
1.224000e+02 1.782000e+02 2.070167e+01 -5.242488e-02
1.224000e+02 1.784000e+02 2.623369e+01 -5.379273e-02
1.224000e+02 1.786000e+02 3.150539e+01 -5.516485e-02
1.224000e+02 1.788000e+02 3.653468e+01 -5.654124e-02
1.224000e+02 1.790000e+02 4.133785e+01 -5.792357e-02
1.224000e+02 1.792000e+02 4.592978e+01 -5.931242e-02
1.224000e+02 1.794000e+02 5.032408e+01 -6.070567e-02
1.224000e+02 1.796000e+02 5.453318e+01 -6.210334e-02
1.224000e+02 1.798000e+02 5.856855e+01 -6.350545e-02
1.224000e+02 1.800000e+02 6.244069e+01 -6.491200e-02
1.226000e+02 1.700000e+02 -inf 5.281765e-04
1.226000e+02 1.702000e+02 -inf -6.740330e-04
1.226000e+02 1.704000e+02 -7.201834e+03 -1.879877e-03
1.226000e+02 1.706000e+02 -3.952780e+03 -3.089352e-03
1.226000e+02 1.708000e+02 -2.664772e+03 -4.302452e-03
1.226000e+02 1.710000e+02 -1.977845e+03 -5.519176e-03
1.226000e+02 1.712000e+02 -1.551715e+03 -6.739518e-03
1.226000e+02 1.714000e+02 -1.261834e+03 -7.963475e-03
1.226000e+02 1.716000e+02 -1.051975e+03 -9.191045e-03
1.226000e+02 1.718000e+02 -8.930721e+02 -1.042222e-02
1.226000e+02 1.720000e+02 -7.686008e+02 -1.165701e-02
1.226000e+02 1.722000e+02 -6.684795e+02 -1.289540e-02
1.226000e+02 1.724000e+02 -5.862090e+02 -1.413739e-02
1.226000e+02 1.726000e+02 -5.174115e+02 -1.538298e-02
1.226000e+02 1.728000e+02 -4.590324e+02 -1.663261e-02
1.226000e+02 1.730000e+02 -4.088746e+02 -1.788690e-02
1.226000e+02 1.732000e+02 -3.653179e+02 -1.914490e-02
1.226000e+02 1.734000e+02 -3.271418e+02 -2.040660e-02
1.226000e+02 1.736000e+02 -2.934079e+02 -2.167201e-02
1.226000e+02 1.738000e+02 -2.633850e+02 -2.294113e-02
1.226000e+02 1.740000e+02 -2.364934e+02 -2.421395e-02
1.226000e+02 1.742000e+02 -2.122684e+02 -2.549048e-02
1.226000e+02 1.744000e+02 -1.903326e+02 -2.677200e-02
1.226000e+02 1.746000e+02 -1.703770e+02 -2.805815e-02
1.226000e+02 1.748000e+02 -1.521452e+02 -2.934812e-02
1.226000e+02 1.750000e+02 -1.354236e+02 -3.064191e-02
1.226000e+02 1.752000e+02 -1.200323e+02 -3.193952e-02
1.226000e+02 1.754000e+02 -1.058190e+02 -3.324097e-02
1.226000e+02 1.756000e+02 -9.265378e+01 -3.454637e-02
1.226000e+02 1.758000e+02 -8.042503e+01 -3.585815e-02
1.226000e+02 1.760000e+02 -6.903649e+01 -3.717387e-02
1.226000e+02 1.762000e+02 -5.840462e+01 -3.849355e-02
1.226000e+02 1.764000e+02 -4.845661e+01 -3.981719e-02
1.226000e+02 1.766000e+02 -3.912870e+01 -4.114479e-02
1.226000e+02 1.768000e+02 -3.036480e+01 -4.247637e-02
1.226000e+02 1.770000e+02 -2.211538e+01 -4.381486e-02
1.226000e+02 1.772000e+02 -1.433659e+01 -4.515761e-02
1.226000e+02 1.774000e+02 -6.989289e+00 -4.650446e-02
1.226000e+02 1.776000e+02 -3.867587e-02 -4.785541e-02
1.226000e+02 1.778000e+02 6.546111e+00 -4.921047e-02
1.226000e+02 1.780000e+02 1.279357e+01 -5.056983e-02
1.226000e+02 1.782000e+02 1.872881e+01 -5.193668e-02
1.226000e+02 1.784000e+02 2.437458e+01 -5.330778e-02
1.226000e+02 1.786000e+02 2.975150e+01 -5.468313e-02
1.226000e+02 1.788000e+02 3.487828e+01 -5.606275e-02
1.226000e+02 1.790000e+02 3.977193e+01 -5.744664e-02
1.226000e+02 1.792000e+02 4.444795e+01 -5.883567e-02
1.226000e+02 1.794000e+02 4.892051e+01 -6.023209e-02
1.226000e+02 1.796000e+02 5.320258e+01 -6.163293e-02
1.226000e+02 1.798000e+02 5.730603e+01 -6.303820e-02
1.226000e+02 1.800000e+02 6.124180e+01 -6.444790e-02
1.228000e+02 1.700000e+02 -inf 1.144345e-03
1.228000e+02 1.702000e+02 -inf -6.151087e-05
1.228000e+02 1.704000e+02 -inf -1.270891e-03
1.228000e+02 1.706000e+02 -5.132445e+03 -2.483791e-03
1.228000e+02 1.708000e+02 -3.187901e+03 -3.700205e-03
1.228000e+02 1.710000e+02 -2.269706e+03 -4.920315e-03
1.228000e+02 1.712000e+02 -1.736691e+03 -6.144367e-03
1.228000e+02 1.714000e+02 -1.388984e+03 -7.372031e-03
1.228000e+02 1.716000e+02 -1.144432e+03 -8.603304e-03
1.228000e+02 1.718000e+02 -9.631348e+02 -9.838183e-03
1.228000e+02 1.720000e+02 -8.233942e+02 -1.107666e-02
1.228000e+02 1.722000e+02 -7.124116e+02 -1.231875e-02
1.228000e+02 1.724000e+02 -6.221496e+02 -1.356443e-02
1.228000e+02 1.726000e+02 -5.473077e+02 -1.481370e-02
1.228000e+02 1.728000e+02 -4.842504e+02 -1.606657e-02
1.228000e+02 1.730000e+02 -4.304008e+02 -1.732303e-02
1.228000e+02 1.732000e+02 -3.838821e+02 -1.858352e-02
1.228000e+02 1.734000e+02 -3.432946e+02 -1.984883e-02
1.228000e+02 1.736000e+02 -3.075735e+02 -2.111783e-02
1.228000e+02 1.738000e+02 -2.758940e+02 -2.239054e-02
1.228000e+02 1.740000e+02 -2.476081e+02 -2.366695e-02
1.228000e+02 1.742000e+02 -2.221989e+02 -2.494707e-02
1.228000e+02 1.744000e+02 -1.992497e+02 -2.623088e-02
1.228000e+02 1.746000e+02 -1.784201e+02 -2.751840e-02
1.228000e+02 1.748000e+02 -1.594303e+02 -2.881184e-02
1.228000e+02 1.750000e+02 -1.420467e+02 -3.010913e-02
1.228000e+02 1.752000e+02 -1.260746e+02 -3.141025e-02
1.228000e+02 1.754000e+02 -1.113490e+02 -3.271519e-02
1.228000e+02 1.756000e+02 -9.772969e+01 -3.402396e-02
1.228000e+02 1.758000e+02 -8.509687e+01 -3.533656e-02
1.228000e+02 1.760000e+02 -7.334731e+01 -3.665464e-02
1.228000e+02 1.762000e+02 -6.239166e+01 -3.797774e-02
1.228000e+02 1.764000e+02 -5.215233e+01 -3.930479e-02
1.228000e+02 1.766000e+02 -4.256141e+01 -4.063580e-02
1.228000e+02 1.768000e+02 -3.355936e+01 -4.197078e-02
1.228000e+02 1.770000e+02 -2.509370e+01 -4.330973e-02
1.228000e+02 1.772000e+02 -1.711799e+01 -4.465460e-02
1.228000e+02 1.774000e+02 -9.591025e+00 -4.600479e-02
1.228000e+02 1.776000e+02 -2.476001e+00 -4.735907e-02
1.228000e+02 1.778000e+02 4.259604e+00 -4.871746e-02
1.228000e+02 1.780000e+02 1.064558e+01 -5.007997e-02
1.228000e+02 1.782000e+02 1.670836e+01 -5.144660e-02
1.228000e+02 1.784000e+02 2.247179e+01 -5.282021e-02
1.228000e+02 1.786000e+02 2.795745e+01 -5.419882e-02
1.228000e+02 1.788000e+02 3.318489e+01 -5.558169e-02
1.228000e+02 1.790000e+02 3.817187e+01 -5.696883e-02
1.228000e+02 1.792000e+02 4.293457e+01 -5.836025e-02
1.228000e+02 1.794000e+02 4.748776e+01 -5.975602e-02
1.228000e+02 1.796000e+02 5.184492e+01 -6.116005e-02
1.228000e+02 1.798000e+02 5.601842e+01 -6.256849e-02
1.228000e+02 1.800000e+02 6.001960e+01 -6.398137e-02
1.230000e+02 1.700000e+02 -inf 1.763660e-03
1.230000e+02 1.702000e+02 -inf 5.539747e-04
1.230000e+02 1.704000e+02 -inf -6.592321e-04
1.230000e+02 1.706000e+02 -7.226056e+03 -1.875955e-03
1.230000e+02 1.708000e+02 -3.942728e+03 -3.096189e-03
1.230000e+02 1.710000e+02 -2.651723e+03 -4.319929e-03
1.230000e+02 1.712000e+02 -1.965441e+03 -5.547172e-03
1.230000e+02 1.714000e+02 -1.540490e+03 -6.777913e-03
1.230000e+02 1.716000e+02 -1.251752e+03 -8.012148e-03
1.230000e+02 1.718000e+02 -1.042892e+03 -9.250551e-03
1.230000e+02 1.720000e+02 -8.848414e+02 -1.049276e-02
1.230000e+02 1.722000e+02 -7.610943e+02 -1.173856e-02
1.230000e+02 1.724000e+02 -6.615916e+02 -1.298796e-02
1.230000e+02 1.726000e+02 -5.798534e+02 -1.424095e-02
1.230000e+02 1.728000e+02 -5.115175e+02 -1.549752e-02
1.230000e+02 1.730000e+02 -4.535417e+02 -1.675769e-02
1.230000e+02 1.732000e+02 -4.037389e+02 -1.802144e-02
1.230000e+02 1.734000e+02 -3.604970e+02 -1.928878e-02
1.230000e+02 1.736000e+02 -3.226015e+02 -2.056035e-02
1.230000e+02 1.738000e+02 -2.891194e+02 -2.183668e-02
1.230000e+02 1.740000e+02 -2.593234e+02 -2.311671e-02
1.230000e+02 1.742000e+02 -2.326375e+02 -2.440043e-02
1.230000e+02 1.744000e+02 -2.085997e+02 -2.568785e-02
1.230000e+02 1.746000e+02 -1.868350e+02 -2.697897e-02
1.230000e+02 1.748000e+02 -1.670364e+02 -2.827379e-02
1.230000e+02 1.750000e+02 -1.489489e+02 -2.957326e-02
1.230000e+02 1.752000e+02 -1.323606e+02 -3.087791e-02
1.230000e+02 1.754000e+02 -1.170928e+02 -3.218637e-02
1.230000e+02 1.756000e+02 -1.029941e+02 -3.349866e-02
1.230000e+02 1.758000e+02 -8.993562e+01 -3.481476e-02
1.230000e+02 1.760000e+02 -7.780646e+01 -3.613470e-02
1.230000e+02 1.762000e+02 -6.651107e+01 -3.745900e-02
1.230000e+02 1.764000e+02 -5.596651e+01 -3.878950e-02
1.230000e+02 1.766000e+02 -4.610048e+01 -4.012395e-02
1.230000e+02 1.768000e+02 -3.684971e+01 -4.146235e-02
1.230000e+02 1.770000e+02 -2.815852e+01 -4.280472e-02
1.230000e+02 1.772000e+02 -1.997778e+01 -4.415106e-02
1.230000e+02 1.774000e+02 -1.226385e+01 -4.550236e-02
1.230000e+02 1.776000e+02 -4.978004e+00 -4.686000e-02
1.230000e+02 1.778000e+02 1.914154e+00 -4.822174e-02
1.230000e+02 1.780000e+02 8.443711e+00 -4.958759e-02
1.230000e+02 1.782000e+02 1.463859e+01 -5.095756e-02
1.230000e+02 1.784000e+02 2.052377e+01 -5.233165e-02
1.230000e+02 1.786000e+02 2.612182e+01 -5.371190e-02
1.230000e+02 1.788000e+02 3.145323e+01 -5.509805e-02
1.230000e+02 1.790000e+02 3.653654e+01 -5.648846e-02
1.230000e+02 1.792000e+02 4.138864e+01 -5.788314e-02
1.230000e+02 1.794000e+02 4.602490e+01 -5.928211e-02
1.230000e+02 1.796000e+02 5.045939e+01 -6.068537e-02
1.230000e+02 1.798000e+02 5.470496e+01 -6.209632e-02
1.230000e+02 1.800000e+02 5.877341e+01 -6.351239e-02
1.232000e+02 1.700000e+02 -inf 2.386915e-03
1.232000e+02 1.702000e+02 -inf 1.173368e-03
1.232000e+02 1.704000e+02 -inf -4.369738e-05
1.232000e+02 1.706000e+02 -inf -1.264275e-03
1.232000e+02 1.708000e+02 -5.124813e+03 -2.488360e-03
1.232000e+02 1.710000e+02 -3.173001e+03 -3.715947e-03
1.232000e+02 1.712000e+02 -2.255529e+03 -4.947033e-03
1.232000e+02 1.714000e+02 -1.724073e+03 -6.181613e-03
1.232000e+02 1.716000e+02 -1.377826e+03 -7.419683e-03
1.232000e+02 1.718000e+02 -1.134507e+03 -8.661238e-03
1.232000e+02 1.720000e+02 -9.542324e+02 -9.906276e-03
1.232000e+02 1.722000e+02 -8.153423e+02 -1.115481e-02
