mu	g3	g2	g1	yt	yb	yc	ys	yu	yd	ytau	ymu	ye	lambda
9.5545720e+23	4.3783090e-01	4.7869344e-01	6.9818895e-01	3.2914971e-01	4.4127513e-03	1.0670627e-03	9.8668816e-05	2.1193088e-06	4.8306689e-06	8.5424985e-03	5.0499749e-04	2.4423351e-06	-7.8002785e-03
1.5142976e+24	4.3612202e-01	4.7769153e-01	7.0232027e-01	3.2724768e-01	4.3867627e-03	1.0603845e-03	9.8134461e-05	2.1060452e-06	4.8045078e-06	8.5106404e-03	5.0311401e-04	2.4332259e-06	-7.5555155e-03
2.4000000e+24	4.3443306e-01	4.7669585e-01	7.0652588e-01	3.2536024e-01	4.3610672e-03	1.0537656e-03	9.7605597e-05	2.0928993e-06	4.7786155e-06	8.4785419e-03	5.0121632e-04	2.4240481e-06	-7.3054608e-03
3.8037436e+24	4.3276364e-01	4.7570633e-01	7.1080802e-01	3.2348701e-01	4.3356587e-03	1.0472046e-03	9.7082113e-05	2.0798684e-06	4.7529865e-06	8.4461999e-03	4.9930423e-04	2.4148006e-06	-7.0501494e-03
6.0285274e+24	4.3111338e-01	4.7472292e-01	7.1516905e-01	3.2162765e-01	4.3105312e-03	1.0407001e-03	9.6563896e-05	2.0669495e-06	4.7276155e-06	8.4136109e-03	4.9737755e-04	2.4054825e-06	-6.7896084e-03
9.5545720e+24	4.2948191e-01	4.7374556e-01	7.1961143e-01	3.1978180e-01	4.2856788e-03	1.0342506e-03	9.6050841e-05	2.0541401e-06	4.7024971e-06	8.3807713e-03	4.9543606e-04	2.3960928e-06	-6.5238568e-03
1.5142976e+25	4.2786889e-01	4.7277418e-01	7.2413773e-01	3.1794911e-01	4.2610959e-03	1.0278548e-03	9.5542842e-05	2.0414374e-06	4.6776263e-06	8.3476776e-03	4.9347954e-04	2.3866304e-06	-6.2529057e-03
2.4000000e+25	4.2627397e-01	4.7180872e-01	7.2875063e-01	3.1612924e-01	4.2367768e-03	1.0215114e-03	9.5039795e-05	2.0288387e-06	4.6529979e-06	8.3143256e-03	4.9150776e-04	2.3770942e-06	-5.9767578e-03
3.8037436e+25	4.2469680e-01	4.7084913e-01	7.3345292e-01	3.1432185e-01	4.2127160e-03	1.0152191e-03	9.4541600e-05	2.0163413e-06	4.6286071e-06	8.2807113e-03	4.8952048e-04	2.3674831e-06	-5.6954077e-03
6.0285274e+25	4.2313707e-01	4.6989535e-01	7.3824755e-01	3.1252661e-01	4.1889083e-03	1.0089765e-03	9.4048157e-05	2.0039428e-06	4.6044489e-06	8.2468303e-03	4.8751743e-04	2.3577957e-06	-5.4088413e-03
9.5545720e+25	4.2159446e-01	4.6894731e-01	7.4313758e-01	3.1074319e-01	4.1653484e-03	1.0027823e-03	9.3559369e-05	1.9916405e-06	4.5805187e-06	8.2126781e-03	4.8549835e-04	2.3480307e-06	-5.1170360e-03
1.5142976e+26	4.2006865e-01	4.6800496e-01	7.4812622e-01	3.0897125e-01	4.1420311e-03	9.9663537e-04	9.3075141e-05	1.9794320e-06	4.5568117e-06	8.1782497e-03	4.8346295e-04	2.3381869e-06	-4.8199601e-03
2.4000000e+26	4.1855934e-01	4.6706825e-01	7.5321683e-01	3.0721046e-01	4.1189515e-03	9.9053435e-04	9.2595381e-05	1.9673146e-06	4.5333234e-06	8.1435402e-03	4.8141093e-04	2.3282626e-06	-4.5175730e-03
3.8037436e+26	4.1706624e-01	4.6613712e-01	7.5841295e-01	3.0546052e-01	4.0961047e-03	9.8447801e-04	9.2119995e-05	1.9552860e-06	4.5100493e-06	8.1085444e-03	4.7934199e-04	2.3182565e-06	-4.2098244e-03
6.0285274e+26	4.1558905e-01	4.6521152e-01	7.6371829e-01	3.0372108e-01	4.0734858e-03	9.7846513e-04	9.1648893e-05	1.9433438e-06	4.4869849e-06	8.0732565e-03	4.7725578e-04	2.3081669e-06	-3.8966543e-03
9.5545720e+26	4.1412750e-01	4.6429139e-01	7.6913671e-01	3.0199183e-01	4.0510900e-03	9.7249449e-04	9.1181988e-05	1.9314854e-06	4.4641260e-06	8.0376708e-03	4.7515197e-04	2.2979922e-06	-3.5779928e-03
1.5142976e+27	4.1268132e-01	4.6337667e-01	7.7467232e-01	3.0027245e-01	4.0289128e-03	9.6656485e-04	9.0719191e-05	1.9197084e-06	4.4414682e-06	8.0017812e-03	4.7303020e-04	2.2877306e-06	-3.2537593e-03
2.4000000e+27	4.1125023e-01	4.6246733e-01	7.8032941e-01	2.9856261e-01	4.0069495e-03	9.6067503e-04	9.0260417e-05	1.9080106e-06	4.4190073e-06	7.9655812e-03	4.7089009e-04	2.2773803e-06	-2.9238621e-03
3.8037436e+27	4.0983397e-01	4.6156330e-01	7.8611249e-01	2.9686201e-01	3.9851958e-03	9.5482382e-04	8.9805580e-05	1.8963894e-06	4.3967393e-06	7.9290642e-03	4.6873123e-04	2.2669394e-06	-2.5881985e-03
6.0285274e+27	4.0843229e-01	4.6066453e-01	7.9202632e-01	2.9517030e-01	3.9636471e-03	9.4901001e-04	8.9354598e-05	1.8848425e-06	4.3746599e-06	7.8922231e-03	4.6655322e-04	2.2564058e-06	-2.2466532e-03
9.5545720e+27	4.0704495e-01	4.5977098e-01	7.9807591e-01	2.9348719e-01	3.9422991e-03	9.4323242e-04	8.8907388e-05	1.8733675e-06	4.3527652e-06	7.8550505e-03	4.6435561e-04	2.2457774e-06	-1.8990989e-03
1.5142976e+28	4.0567169e-01	4.5888260e-01	8.0426655e-01	2.9181234e-01	3.9211475e-03	9.3748985e-04	8.8463867e-05	1.8619621e-06	4.3310512e-06	7.8175386e-03	4.6213795e-04	2.2350521e-06	-1.5453947e-03
2.4000000e+28	4.0431229e-01	4.5799933e-01	8.1060381e-01	2.9014542e-01	3.9001882e-03	9.3178110e-04	8.8023957e-05	1.8506239e-06	4.3095139e-06	7.7796793e-03	4.5989975e-04	2.2242274e-06	-1.1853857e-03
3.8037436e+28	4.0296651e-01	4.5712113e-01	8.1709360e-01	2.8848612e-01	3.8794169e-03	9.2610499e-04	8.7587576e-05	1.8393505e-06	4.2881494e-06	7.7414640e-03	4.5764051e-04	2.2133010e-06	-8.1890218e-04
6.0285274e+28	4.0163412e-01	4.5624795e-01	8.2374213e-01	2.8683410e-01	3.8588295e-03	9.2046031e-04	8.7154646e-05	1.8281395e-06	4.2669538e-06	7.7028838e-03	4.5535970e-04	2.2022702e-06	-4.4575885e-04
9.5545720e+28	4.0031491e-01	4.5537974e-01	8.3055600e-01	2.8518904e-01	3.8384220e-03	9.1484585e-04	8.6725088e-05	1.8169885e-06	4.2459234e-06	7.6639292e-03	4.5305676e-04	2.1911325e-06	-6.5753563e-05
1.5142976e+29	3.9900866e-01	4.5451647e-01	8.3754221e-01	2.8355059e-01	3.8181903e-03	9.0926040e-04	8.6298825e-05	1.8058952e-06	4.2250542e-06	7.6245904e-03	4.5073112e-04	2.1798848e-06	3.2133362e-04
2.4000000e+29	3.9771516e-01	4.5365807e-01	8.4470814e-01	2.8191841e-01	3.7981304e-03	9.0370274e-04	8.5875779e-05	1.7948570e-06	4.2043426e-06	7.5848570e-03	4.4838214e-04	2.1685244e-06	7.1574166e-04
3.8037436e+29	3.9643420e-01	4.5280452e-01	8.5206165e-01	2.8029217e-01	3.7782384e-03	8.9817163e-04	8.5455873e-05	1.7838716e-06	4.1837847e-06	7.5447179e-03	4.4600919e-04	2.1570480e-06	1.1177299e-03
6.0285274e+29	3.9516558e-01	4.5195575e-01	8.5961110e-01	2.7867151e-01	3.7585103e-03	8.9266582e-04	8.5039030e-05	1.7729364e-06	4.1633767e-06	7.5041618e-03	4.4361158e-04	2.1454524e-06	1.5275797e-03
9.5545720e+29	3.9390910e-01	4.5111174e-01	8.6736536e-01	2.7705606e-01	3.7389422e-03	8.8718405e-04	8.4625174e-05	1.7620490e-06	4.1431150e-06	7.4631764e-03	4.4118861e-04	2.1337341e-06	1.9455956e-03
1.5142976e+30	3.9266459e-01	4.5027243e-01	8.7533389e-01	2.7544548e-01	3.7195303e-03	8.8172502e-04	8.4214227e-05	1.7512067e-06	4.1229957e-06	7.4217491e-03	4.3873951e-04	2.1218894e-06	2.3721080e-03
2.4000000e+30	3.9143183e-01	4.4943779e-01	8.8352675e-01	2.7383938e-01	3.7002705e-03	8.7628743e-04	8.3806114e-05	1.7404070e-06	4.1030151e-06	7.3798664e-03	4.3626349e-04	2.1099146e-06	2.8074742e-03
3.8037436e+30	3.9021066e-01	4.4860777e-01	8.9195469e-01	2.7223739e-01	3.6811592e-03	8.7086996e-04	8.3400757e-05	1.7296473e-06	4.0831695e-06	7.3375140e-03	4.3375971e-04	2.0978055e-06	3.2520816e-03
6.0285274e+30	3.8900089e-01	4.4778233e-01	9.0062922e-01	2.7063910e-01	3.6621923e-03	8.6547122e-04	8.2998078e-05	1.7189248e-06	4.0634550e-06	7.2946771e-03	4.3122728e-04	2.0855578e-06	3.7063495e-03
9.5545720e+30	3.8780234e-01	4.4696143e-01	9.0956261e-01	2.6904413e-01	3.6433660e-03	8.6008984e-04	8.2598000e-05	1.7082368e-06	4.0438678e-06	7.2513398e-03	4.2866528e-04	2.0731672e-06	4.1707324e-03
1.5142976e+31	3.8661485e-01	4.4614502e-01	9.1876803e-01	2.6745204e-01	3.6246763e-03	8.5472439e-04	8.2200445e-05	1.6975803e-06	4.0244041e-06	7.2074853e-03	4.2607272e-04	2.0606286e-06	4.6457229e-03
2.4000000e+31	3.8543824e-01	4.4533308e-01	9.2825962e-01	2.6586242e-01	3.6061194e-03	8.4937338e-04	8.1805333e-05	1.6869526e-06	4.0050601e-06	7.1630961e-03	4.2344854e-04	2.0479372e-06	5.1318553e-03
3.8037436e+31	3.8427236e-01	4.4452556e-01	9.3805254e-01	2.6427482e-01	3.5876913e-03	8.4403532e-04	8.1412583e-05	1.6763506e-06	3.9858317e-06	7.1181534e-03	4.2079164e-04	2.0350876e-06	5.6297097e-03
6.0285274e+31	3.8311704e-01	4.4372242e-01	9.4816312e-01	2.6268877e-01	3.5693880e-03	8.3870864e-04	8.1022115e-05	1.6657712e-06	3.9667150e-06	7.0726372e-03	4.1810084e-04	2.0220740e-06	6.1399160e-03
9.5545720e+31	3.8197211e-01	4.4292363e-01	9.5860897e-01	2.6110381e-01	3.5512055e-03	8.3339171e-04	8.0633844e-05	1.6552112e-06	3.9477059e-06	7.0265266e-03	4.1537491e-04	2.0088905e-06	6.6631595e-03
1.5142976e+32	3.8083744e-01	4.4212914e-01	9.6940907e-01	2.5951942e-01	3.5331395e-03	8.2808286e-04	8.0247687e-05	1.6446672e-06	3.9288003e-06	6.9797991e-03	4.1261251e-04	1.9955306e-06	7.2001862e-03
2.4000000e+32	3.7971286e-01	4.4133892e-01	9.8058396e-01	2.5793509e-01	3.5151860e-03	8.2278034e-04	7.9863557e-05	1.6341358e-06	3.9099939e-06	6.9324310e-03	4.0981224e-04	1.9819876e-06	7.7518094e-03
3.8037436e+32	3.7859823e-01	4.4055294e-01	9.9215590e-01	2.5635028e-01	3.4973407e-03	8.1748233e-04	7.9481365e-05	1.6236133e-06	3.8912823e-06	6.8843967e-03	4.0697260e-04	1.9682542e-06	8.3189165e-03
6.0285273e+32	3.7749341e-01	4.3977115e-01	1.0041490e+00	2.5476440e-01	3.4795992e-03	8.1218693e-04	7.9101019e-05	1.6130960e-06	3.8726612e-06	6.8356694e-03	4.0409199e-04	1.9543226e-06	8.9024781e-03
9.5545720e+32	3.7639825e-01	4.3899352e-01	1.0165896e+00	2.5317685e-01	3.4619570e-03	8.0689213e-04	7.8722426e-05	1.6025800e-06	3.8541259e-06	6.7862201e-03	4.0116870e-04	1.9401846e-06	9.5035566e-03
1.5142976e+33	3.7531261e-01	4.3822002e-01	1.0295062e+00	2.5158700e-01	3.4444096e-03	8.0159584e-04	7.8345487e-05	1.5920609e-06	3.8356716e-06	6.7360179e-03	3.9820091e-04	1.9258313e-06	1.0123317e-02
2.4000000e+33	3.7423636e-01	4.3745061e-01	1.0429302e+00	2.4999417e-01	3.4269521e-03	7.9629584e-04	7.7970101e-05	1.5815345e-06	3.8172933e-06	6.6850297e-03	3.9518665e-04	1.9112534e-06	1.0763041e-02
3.8037436e+33	3.7316937e-01	4.3668527e-01	1.0568956e+00	2.4839764e-01	3.4095796e-03	7.9098978e-04	7.7596163e-05	1.5709961e-06	3.7989859e-06	6.6332201e-03	3.9212384e-04	1.8964406e-06	1.1424139e-02
6.0285273e+33	3.7211150e-01	4.3592395e-01	1.0714401e+00	2.4679666e-01	3.3922869e-03	7.8567519e-04	7.7223563e-05	1.5604407e-06	3.7807440e-06	6.5805509e-03	3.8901022e-04	1.8813821e-06	1.2108166e-02
9.5545720e+33	3.7106262e-01	4.3516662e-01	1.0866048e+00	2.4519042e-01	3.3750688e-03	7.8034941e-04	7.6852184e-05	1.5498631e-06	3.7625619e-06	6.5269810e-03	3.8584335e-04	1.8660661e-06	1.2816844e-02
1.5142976e+34	3.7002262e-01	4.3441325e-01	1.1024354e+00	2.4357803e-01	3.3579196e-03	7.7500964e-04	7.6481904e-05	1.5392577e-06	3.7444336e-06	6.4724662e-03	3.8262063e-04	1.8504800e-06	1.3552081e-02
2.4000000e+34	3.6899137e-01	4.3366381e-01	1.1189822e+00	2.4195857e-01	3.3408333e-03	7.6965283e-04	7.6112594e-05	1.5286184e-06	3.7263527e-06	6.4169586e-03	3.7933922e-04	1.8346100e-06	1.4315999e-02
3.8037436e+34	3.6796875e-01	4.3291827e-01	1.1363011e+00	2.4033103e-01	3.3238037e-03	7.6427576e-04	7.5744118e-05	1.5179390e-06	3.7083127e-06	6.3604063e-03	3.7599605e-04	1.8184413e-06	1.5110964e-02
6.0285273e+34	3.6695464e-01	4.3217660e-01	1.1544541e+00	2.3869433e-01	3.3068241e-03	7.5887492e-04	7.5376327e-05	1.5072123e-06	3.6903063e-06	6.3027530e-03	3.7258781e-04	1.8019579e-06	1.5939618e-02
9.5545719e+34	3.6594893e-01	4.3143877e-01	1.1735108e+00	2.3704729e-01	3.2898875e-03	7.5344652e-04	7.5009067e-05	1.4964308e-06	3.6723258e-06	6.2439376e-03	3.6911086e-04	1.7851422e-06	1.6804928e-02
1.5142976e+35	3.6495150e-01	4.3070475e-01	1.1935491e+00	2.3538862e-01	3.2729862e-03	7.4798646e-04	7.4642167e-05	1.4855865e-06	3.6543630e-06	6.1838930e-03	3.6556126e-04	1.7679752e-06	1.7710230e-02
2.4000000e+35	3.6396225e-01	4.2997451e-01	1.2146564e+00	2.3371693e-01	3.2561120e-03	7.4249025e-04	7.4275444e-05	1.4746704e-06	3.6364088e-06	6.1225463e-03	3.6193468e-04	1.7504359e-06	1.8659292e-02
3.8037436e+35	3.6298106e-01	4.2924803e-01	1.2369317e+00	2.3203067e-01	3.2392560e-03	7.3695299e-04	7.3908701e-05	1.4636728e-06	3.6184536e-06	6.0598170e-03	3.5822638e-04	1.7325013e-06	1.9656387e-02
6.0285273e+35	3.6200784e-01	4.2852528e-01	1.2604874e+00	2.3032817e-01	3.2224085e-03	7.3136929e-04	7.3541719e-05	1.4525829e-06	3.6004868e-06	5.9956168e-03	3.5443112e-04	1.7141462e-06	2.0706375e-02
9.5545719e+35	3.6104248e-01	4.2780622e-01	1.2854515e+00	2.2860754e-01	3.2055590e-03	7.2573319e-04	7.3174260e-05	1.4413890e-06	3.5824966e-06	5.9298481e-03	3.5054314e-04	1.6953426e-06	2.1814815e-02
1.5142976e+36	3.6008488e-01	4.2709085e-01	1.3119709e+00	2.2686671e-01	3.1886957e-03	7.2003808e-04	7.2806058e-05	1.4300778e-06	3.5644700e-06	5.8624024e-03	3.4655604e-04	1.6760596e-06	2.2988087e-02
2.4000000e+36	3.5913494e-01	4.2637913e-01	1.3402148e+00	2.2510337e-01	3.1718055e-03	7.1427661e-04	7.2436821e-05	1.4186349e-06	3.5463928e-06	5.7931593e-03	3.4246268e-04	1.6562628e-06	2.4233555e-02
3.8037436e+36	3.5819256e-01	4.2567104e-01	1.3703795e+00	2.2331491e-01	3.1548741e-03	7.0844051e-04	7.2066219e-05	1.4070437e-06	3.5282487e-06	5.7219839e-03	3.3825509e-04	1.6359135e-06	2.5559762e-02
6.0285273e+36	3.5725766e-01	4.2496656e-01	1.4026942e+00	2.2149840e-01	3.1378850e-03	7.0252047e-04	7.1693879e-05	1.3952859e-06	3.5100195e-06	5.6487246e-03	3.3392432e-04	1.6149685e-06	2.6976672e-02
9.5545719e+36	3.5633014e-01	4.2426567e-01	1.4374286e+00	2.1965050e-01	3.1208198e-03	6.9650594e-04	7.1319381e-05	1.3833403e-06	3.4916847e-06	5.5732103e-03	3.2946024e-04	1.5933787e-06	2.8495978e-02
1.5142976e+37	3.5540991e-01	4.2356836e-01	1.4749022e+00	2.1776741e-01	3.1036572e-03	6.9038486e-04	7.0942240e-05	1.3711831e-06	3.4732204e-06	5.4952467e-03	3.2485138e-04	1.5710887e-06	3.0131489e-02
2.4000000e+37	3.5449690e-01	4.2287460e-01	1.5154972e+00	2.1584473e-01	3.0863727e-03	6.8414335e-04	7.0561897e-05	1.3587868e-06	3.4545995e-06	5.4146117e-03	3.2008460e-04	1.5480350e-06	3.1899625e-02
3.8037436e+37	3.5359101e-01	4.2218439e-01	1.5596754e+00	2.1387740e-01	3.0689381e-03	6.7776533e-04	7.0177702e-05	1.3461193e-06	3.4357899e-06	5.3310498e-03	3.1514480e-04	1.5241445e-06	3.3820050e-02
6.0285273e+37	3.5269218e-01	4.2149771e-01	1.6080006e+00	2.1185945e-01	3.0513196e-03	6.7123200e-04	6.9788887e-05	1.3331434e-06	3.4167541e-06	5.2442646e-03	3.1001446e-04	1.4993325e-06	3.5916492e-02
9.5545719e+37	3.5180032e-01	4.2081456e-01	1.6611698e+00	2.0978386e-01	3.0334775e-03	6.6452115e-04	6.9394536e-05	1.3198148e-06	3.3974473e-06	5.1539099e-03	3.0467311e-04	1.4734999e-06	3.8217807e-02
1.5142976e+38	3.5091537e-01	4.2013494e-01	1.7200570e+00	2.0764223e-01	3.0153635e-03	6.5760625e-04	6.8993545e-05	1.3060811e-06	3.3778154e-06	5.0595768e-03	2.9909657e-04	1.4465300e-06	4.0759374e-02
2.4000000e+38	3.5003726e-01	4.1945885e-01	1.7857752e+00	2.0542443e-01	2.9969188e-03	6.5045529e-04	6.8584561e-05	1.2918784e-06	3.3577922e-06	4.9607777e-03	2.9325604e-04	1.4182832e-06	4.3584897e-02
3.8037436e+38	3.4916594e-01	4.1878631e-01	1.8597689e+00	2.0311802e-01	2.9780699e-03	6.4302900e-04	6.8165900e-05	1.2771290e-06	3.3372953e-06	4.8569238e-03	2.8711668e-04	1.3885913e-06	4.6748739e-02
6.0285273e+38	3.4830135e-01	4.1811733e-01	1.9439528e+00	2.0070753e-01	2.9587239e-03	6.3527855e-04	6.7735424e-05	1.2617357e-06	3.3162198e-06	4.7472941e-03	2.8063591e-04	1.3572481e-06	5.0318809e-02
9.5545719e+38	3.4744347e-01	4.1745197e-01	2.0409309e+00	1.9817336e-01	2.9387600e-03	6.2714201e-04	6.7290358e-05	1.2455756e-06	3.2944301e-06	4.6309921e-03	2.7376069e-04	1.3239973e-06	5.4379838e-02
1.5142976e+39	3.4659227e-01	4.1679027e-01	2.1543537e+00	1.9549010e-01	2.9180171e-03	6.1853916e-04	6.6827003e-05	1.2284893e-06	3.2717450e-06	4.5068812e-03	2.6642386e-04	1.2885139e-06	5.9036046e-02
2.4000000e+39	3.4574776e-01	4.1613234e-01	2.2895356e+00	1.9262396e-01	2.8962735e-03	6.0936333e-04	6.6340265e-05	1.2102651e-06	3.2479151e-06	4.3734893e-03	2.5853839e-04	1.2503772e-06	6.4409671e-02
3.8037436e+39	3.4490997e-01	4.1547833e-01	2.4545851e+00	1.8952862e-01	2.8732108e-03	5.9946823e-04	6.5822833e-05	1.1906123e-06	3.2225824e-06	4.2288600e-03	2.4998862e-04	1.2090277e-06	7.0623136e-02
6.0285273e+39	3.4407902e-01	4.1482846e-01	2.6626560e+00	1.8613800e-01	2.8483474e-03	5.8864516e-04	6.5263646e-05	1.1691165e-06	3.1952055e-06	4.0703135e-03	2.4061614e-04	1.1636992e-06	7.7721678e-02
9.5545719e+39	3.4325510e-01	4.1418312e-01	2.9369277e+00	1.8235315e-01	2.8209000e-03	5.7658160e-04	6.4644725e-05	1.1451569e-06	3.1649041e-06	3.8940531e-03	2.3019651e-04	1.1133065e-06	8.5366331e-02
1.5142976e+40	3.4243865e-01	4.1354305e-01	3.3234261e+00	1.7801643e-01	2.7894573e-03	5.6277954e-04	6.3933685e-05	1.1177444e-06	3.1300927e-06	3.6945334e-03	2.1840191e-04	1.0562639e-06	9.1497391e-02
