1.700000e+02	1.200000e+02	-9.339207e+02
1.700000e+02	1.202500e+02	-1.026831e+03
1.700000e+02	1.205000e+02	-1.136474e+03
1.700000e+02	1.207500e+02	-1.267805e+03
1.700000e+02	1.210000e+02	-1.427941e+03
1.700000e+02	1.212500e+02	-1.627480e+03
1.700000e+02	1.215000e+02	-1.882939e+03
1.700000e+02	1.217500e+02	-2.221527e+03
1.700000e+02	1.220000e+02	-2.691217e+03
1.700000e+02	1.222500e+02	-3.385671e+03
1.700000e+02	1.225000e+02	-4.513659e+03
1.700000e+02	1.227500e+02	-6.652155e+03
1.700000e+02	1.230000e+02	-1.797693e+308
1.700000e+02	1.232500e+02	-1.797693e+308
1.700000e+02	1.235000e+02	-1.797693e+308
1.700000e+02	1.237500e+02	-1.797693e+308
1.700000e+02	1.240000e+02	-1.797693e+308
1.700000e+02	1.242500e+02	-1.797693e+308
1.700000e+02	1.245000e+02	-1.797693e+308
1.700000e+02	1.247500e+02	-1.797693e+308
1.700000e+02	1.250000e+02	-1.797693e+308
1.700000e+02	1.252500e+02	-1.797693e+308
1.700000e+02	1.255000e+02	-1.797693e+308
1.700000e+02	1.257500e+02	-1.797693e+308
1.700000e+02	1.260000e+02	-1.797693e+308
1.700000e+02	1.262500e+02	-1.797693e+308
1.700000e+02	1.265000e+02	-1.797693e+308
1.700000e+02	1.267500e+02	-1.797693e+308
1.700000e+02	1.270000e+02	-1.797693e+308
1.700000e+02	1.272500e+02	-1.797693e+308
1.700000e+02	1.275000e+02	-1.797693e+308
1.700000e+02	1.277500e+02	-1.797693e+308
1.700000e+02	1.280000e+02	-1.797693e+308
1.700000e+02	1.282500e+02	-1.797693e+308
1.700000e+02	1.285000e+02	-1.797693e+308
1.700000e+02	1.287500e+02	-1.797693e+308
1.700000e+02	1.290000e+02	-1.797693e+308
1.700000e+02	1.292500e+02	-1.797693e+308
1.700000e+02	1.295000e+02	-1.797693e+308
1.700000e+02	1.297500e+02	-1.797693e+308
1.700000e+02	1.300000e+02	-1.797693e+308
1.702500e+02	1.200000e+02	-7.793872e+02
1.702500e+02	1.202500e+02	-8.481877e+02
1.702500e+02	1.205000e+02	-9.275034e+02
1.702500e+02	1.207500e+02	-1.019946e+03
1.702500e+02	1.210000e+02	inf
1.702500e+02	1.212500e+02	-1.259742e+03
1.702500e+02	1.215000e+02	-1.419128e+03
1.702500e+02	1.217500e+02	-1.617765e+03
1.702500e+02	1.220000e+02	-1.872135e+03
1.702500e+02	1.222500e+02	-2.209374e+03
1.702500e+02	1.225000e+02	-2.677449e+03
1.702500e+02	1.227500e+02	-3.369877e+03
1.702500e+02	1.230000e+02	-4.495727e+03
1.702500e+02	1.232500e+02	-6.634002e+03
1.702500e+02	1.235000e+02	-1.797693e+308
1.702500e+02	1.237500e+02	-1.797693e+308
1.702500e+02	1.240000e+02	-1.797693e+308
1.702500e+02	1.242500e+02	-1.797693e+308
1.702500e+02	1.245000e+02	-1.797693e+308
1.702500e+02	1.247500e+02	-1.797693e+308
1.702500e+02	1.250000e+02	-1.797693e+308
1.702500e+02	1.252500e+02	-1.797693e+308
1.702500e+02	1.255000e+02	-1.797693e+308
1.702500e+02	1.257500e+02	-1.797693e+308
1.702500e+02	1.260000e+02	-1.797693e+308
1.702500e+02	1.262500e+02	-1.797693e+308
1.702500e+02	1.265000e+02	-1.797693e+308
1.702500e+02	1.267500e+02	-1.797693e+308
1.702500e+02	1.270000e+02	-1.797693e+308
1.702500e+02	1.272500e+02	-1.797693e+308
1.702500e+02	1.275000e+02	-1.797693e+308
1.702500e+02	1.277500e+02	-1.797693e+308
1.702500e+02	1.280000e+02	-1.797693e+308
1.702500e+02	1.282500e+02	-1.797693e+308
1.702500e+02	1.285000e+02	-1.797693e+308
1.702500e+02	1.287500e+02	-1.797693e+308
1.702500e+02	1.290000e+02	-1.797693e+308
1.702500e+02	1.292500e+02	-1.797693e+308
1.702500e+02	1.295000e+02	-1.797693e+308
1.702500e+02	1.297500e+02	-1.797693e+308
1.702500e+02	1.300000e+02	-1.797693e+308
1.705000e+02	1.200000e+02	-6.603578e+02
1.705000e+02	1.202500e+02	-7.131864e+02
1.705000e+02	1.205000e+02	-7.730230e+02
1.705000e+02	1.207500e+02	-8.413631e+02
1.705000e+02	1.210000e+02	-9.201424e+02
1.705000e+02	1.212500e+02	-1.011952e+03
1.705000e+02	1.215000e+02	-1.120308e+03
1.705000e+02	1.217500e+02	-1.250100e+03
1.705000e+02	1.220000e+02	-1.408373e+03
1.705000e+02	1.222500e+02	-1.605633e+03
1.705000e+02	1.225000e+02	-1.858186e+03
1.705000e+02	1.227500e+02	-2.192985e+03
1.705000e+02	1.230000e+02	-2.657663e+03
1.705000e+02	1.232500e+02	-3.344874e+03
1.705000e+02	1.235000e+02	-4.462074e+03
1.705000e+02	1.237500e+02	-6.583036e+03
