1.20000E+02    1.70000E+02   -9.62848E-03
1.20200E+02    1.70000E+02   -9.05894E-03
1.20400E+02    1.70000E+02   -8.48654E-03
1.20600E+02    1.70000E+02   -7.90901E-03
1.20800E+02    1.70000E+02   -7.33081E-03
1.21000E+02    1.70000E+02   -6.74992E-03
1.21200E+02    1.70000E+02   -6.16608E-03
1.21400E+02    1.70000E+02   -5.57911E-03
1.21600E+02    1.70000E+02   -4.98694E-03
1.21800E+02    1.70000E+02   -4.39395E-03
1.22000E+02    1.70000E+02   -3.79791E-03
1.22200E+02    1.70000E+02   -3.19861E-03
1.22400E+02    1.70000E+02   -2.59398E-03
1.22600E+02    1.70000E+02   -1.98805E-03
1.22800E+02    1.70000E+02   -1.37897E-03
1.23000E+02    1.70000E+02   -7.66506E-04
1.23200E+02    1.70000E+02   -1.50486E-04
1.23400E+02    1.70000E+02    4.71018E-04
1.23600E+02    1.70000E+02    1.09405E-03
1.23800E+02    1.70000E+02    1.72060E-03
1.24000E+02    1.70000E+02    2.35085E-03
1.24200E+02    1.70000E+02    2.98496E-03
1.24400E+02    1.70000E+02    3.62470E-03
1.24600E+02    1.70000E+02    4.26634E-03
1.24800E+02    1.70000E+02    4.91185E-03
1.25000E+02    1.70000E+02    5.56138E-03
1.25200E+02    1.70000E+02    6.21507E-03
1.25400E+02    1.70000E+02    6.87460E-03
1.25600E+02    1.70000E+02    7.53649E-03
1.25800E+02    1.70000E+02    8.20257E-03
1.26000E+02    1.70000E+02    8.87299E-03
1.26200E+02    1.70000E+02    9.54788E-03
1.26400E+02    1.70000E+02    1.02289E-02
1.26600E+02    1.70000E+02    1.09128E-02
1.26800E+02    1.70000E+02    1.16013E-02
1.27000E+02    1.70000E+02    1.22943E-02
1.27200E+02    1.70000E+02    1.29922E-02
1.27400E+02    1.70000E+02    1.36950E-02
1.27600E+02    1.70000E+02    1.44043E-02
1.27800E+02    1.70000E+02    1.51170E-02
1.28000E+02    1.70000E+02    1.58348E-02
1.28200E+02    1.70000E+02    1.65576E-02
1.28400E+02    1.70000E+02    1.72857E-02
1.28600E+02    1.70000E+02    1.80192E-02
1.28800E+02    1.70000E+02    1.87580E-02
1.29000E+02    1.70000E+02    1.95024E-02
1.29200E+02    1.70000E+02    2.02523E-02
1.29400E+02    1.70000E+02    2.10093E-02
1.29600E+02    1.70000E+02    2.17707E-02
1.29800E+02    1.70000E+02    2.25378E-02
1.30000E+02    1.70000E+02    2.33108E-02
1.20000E+02    1.70200E+02   -1.07998E-02
1.20200E+02    1.70200E+02   -1.02334E-02
1.20400E+02    1.70200E+02   -9.66415E-03
1.20600E+02    1.70200E+02   -9.09198E-03
1.20800E+02    1.70200E+02   -8.51478E-03
1.21000E+02    1.70200E+02   -7.93713E-03
1.21200E+02    1.70200E+02   -7.35663E-03
1.21400E+02    1.70200E+02   -6.77307E-03
1.21600E+02    1.70200E+02   -6.18429E-03
1.21800E+02    1.70200E+02   -5.59471E-03
1.22000E+02    1.70200E+02   -5.00219E-03
1.22200E+02    1.70200E+02   -4.40649E-03
1.22400E+02    1.70200E+02   -3.80745E-03
1.22600E+02    1.70200E+02   -3.20319E-03
1.22800E+02    1.70200E+02   -2.59784E-03
